	A10-1	A10-2	A11-2	A12-1	A13-6	A14	A15-1	A15-8	A21-9	A26-3	A30-10	A34-4	A35-2	A36	A38-1	A39-2	A4-5	A40-2	A42-3	A45-1	A49-8	A6-1	A7-1	A8	FL-1	FL-10	FL-13	FL-16	FL-17	FL-20	FL-21	FL-22	FL-23	FL-24	FL-25	FL-26	FL-27	FL-3	FL-6	FL-7	FL-8	FL-9	H102-3	H105-1	H107-2	H113-1	H115-2	H118-1	H124-1	H124-2	H129-1	H134-2	H141-2	H146-2	H149-2	H164-2	H174-4	H176-4	H177-2	H181-2	H182-4	H183-4	H191-4	H193-2	H194-2	H207-4	H210-4	H211-4	H212-4	H213-4	H218-2	H220-4	H225-4	H226-4	H227-4	H230-6	H37-1	H45-1	H49	H50-1	L12-3	L18-2	L23-1	L23-3
A30-10	0.8424906897340877	0.9103712225856387	0.8623017433148659	0.8742254229881987	0.8727801618498574	0.7838427545790836	0.8661931427472549	0.8676286307370112	0.9601048362086632	0.9415419087104552	0.0	0.9193295292236726	0.8707539636688005	0.8028481038493659	0.9098064475595631	0.9175493265944789	0.8816087818659526	0.9534165081967465	0.8328119640958278	0.8672486990561029	0.9228035093037927	0.8186211117028142	0.9391543013162151	0.8366599013190937	0.8785878731882023	0.7141796093166136	0.9281610062326543	0.7105941773061243	0.8694446211621829	0.8674508778519248	0.8823437068586801	0.8386262814103119	0.8654066220804278	0.8039079413764426	0.8554082679699777	0.8757045207360239	0.9080887387859083	0.794186894506375	0.8931883786845043	0.9011414397483261	0.8238562176157075	0.7854965240815321	0.8752735770819561	0.9208474184771428	0.9375353135978016	0.9512531612047577	0.8838288172179124	0.9374614216259973	0.9166169857750837	0.9218212021230943	0.8560784026922633	0.9898474203922049	0.925925574565631	0.9894457096387934	0.8517253893401927	0.9495148938875791	0.8830732164632699	0.9363213168001595	0.8659973789763835	0.9155613749976017	0.952231985663795	0.9068804209623335	0.9453942225661028	0.818083550973947	0.8615917628881845	0.9245865161967232	0.8966646950444632	0.904201845909736	0.8485433560663277	0.9172607505632091	0.9558192512336567	0.8888078569586328	0.8650151518884052	0.9198251748587825	0.91509435284659	0.9476115981917334	0.9016367297054767	0.8102693573991955	0.9601240561341705	0.9099175100714049	0.8634839193099103	0.5739048647983291	0.8608015497699104	0.7628614072502212
A34-4	0.9432071979955272	0.895865423362414	0.9338717565967788	0.9543635503754089	0.9021017741790759	0.9506007656864855	0.8504000135780284	0.853916931013169	0.5544069540531479	0.8871639482759225	0.9193295292236726	0.0	0.9156209196059383	0.7876383938857028	0.8358440286197069	0.9680201244104856	0.9347352971388172	0.632668144148603	0.9298045984902936	0.6093232117324123	0.9349252932780691	0.9240686174639027	1.0	0.8374189637290044	0.7597902067470232	0.8406684381580373	0.8268527772287116	0.7532464631784721	0.8046501669444376	0.9414375210254539	0.9437568714334967	0.9398933571648139	0.8995569092611927	0.888549992937849	0.9216809107886188	0.9392279810582914	0.8676326639868064	0.9433846263604427	0.9845097467973141	1.0	0.8355073387089385	0.9012123508766354	0.9056730228469366	0.7974511629551833	0.7444503485076442	0.8991158921383069	0.8544562134439208	0.5255655901143784	0.6206731499587177	0.276624206668879	0.9214670444995743	0.9764645451585887	0.6656790935524272	0.9741869879418733	0.8527534826311073	0.8909899975697436	0.7366746487645129	0.828638958845229	0.7302564611488348	0.869708512899022	1.0	1.0	0.7337326069051315	0.8781347159749333	0.9482225460130604	0.48777829021849933	0.8005565920807206	0.8417568377223246	0.867501392016653	0.8898530467695347	0.39598813557267953	0.6735509319560523	0.8088720558666909	0.0668244080081238	0.7284684649934217	0.9421285848097809	0.7786367746953834	0.8525649238853965	0.5549869136884374	0.9366957147418494	0.7784794762576754	0.9128767236669123	0.8737536205088067	0.8827688294615316
A35-2	0.9369290156474359	0.8365992991627988	0.7813928918182903	0.9469996513461879	0.6722994488801506	0.8160637315220145	0.9811610480701779	0.9812999279654308	0.8465232363449928	0.9555486609025815	0.8707539636688005	0.9156209196059383	0.0	0.6905055584294212	0.8663192157874102	0.9679697936359294	0.7637279557223545	0.7941323439641537	0.9614533897094452	0.8148517327881617	0.8141472082382014	0.8208146952591248	0.9493187670849469	0.7633699155897797	0.7112477686208217	0.7632289671751331	0.7937291069976439	0.9084601527970979	0.7363003717733535	0.8381733016048376	0.908710598436476	0.9182868518828364	0.9466953218162373	0.8981132801345116	0.8502665269863139	0.825170625940602	0.7421564276766616	0.853020899537264	0.7569272700561718	0.8412666800195995	0.6288304609995161	0.8206740782843965	0.8828429467372586	0.9409368442299979	0.9079830284942756	0.9385534080822359	0.8813424548057556	0.8624822808297617	0.9141092247272115	0.9176836995015384	0.804643177061559	0.9441383318743558	0.9718688084649865	0.9511359100298593	0.9280902921409052	0.9820398097181207	0.6553137611662327	0.9405467718351198	0.8435330369399969	0.9396237679886779	0.9515567115012672	0.9173087764125782	0.9831011496931732	0.9024492723214378	0.8880863895268601	0.8982206343724719	0.8676618433662757	0.8841102052512134	0.8852535821957818	0.9086420759835541	0.9131726399023472	0.7951809153836035	0.8711964919519992	0.9160290765591373	0.7935015054699983	0.8429641482908139	0.937841552226006	0.9812459987468827	0.8711546102974554	0.9664699636052965	0.8706983128431812	0.8453753545013054	0.9149412249406422	0.8892744387221629
A36	0.8629259510198334	0.7975961000548343	0.7566713837223531	0.8658440827144451	0.6942671486750713	0.8221351982984374	0.8490819254538718	0.8416629150678552	0.7189489871886354	0.9508474304272514	0.8028481038493659	0.7876383938857028	0.6905055584294212	0.0	0.762835843785992	0.925908031199033	0.6897666393982478	0.7612765954315179	0.8826313955311842	0.6931475176031024	0.8106391514581212	0.7178817499135884	0.9434521072565785	0.7688223756678126	0.7741699887682639	0.6524844813928304	0.8702440617692694	0.7992052515139637	0.7943508576074115	0.8009681931318987	0.8953876978588096	0.9120286422270351	0.9195806679555604	0.8429160453619632	0.8886762313551688	0.8309758201843197	0.7591978679017959	0.8539420141906882	0.8309278283830787	0.7738928917322695	0.5919779513820336	0.6720793798984558	0.8213783383760346	0.8821612815644704	0.8631716519493303	0.9394964067675554	0.7988103977923964	0.8359435508528662	0.8390890622751674	0.8231707092650128	0.712588705275686	0.9909658654966479	0.9339163246317074	0.9906491678549747	0.8735697198978344	0.9547984782594062	0.7757375808356073	0.8917556168901798	0.6390822653437795	0.8957960372983529	0.9463074933563426	0.900745010190814	0.9507467853970875	0.8399221423687728	0.7966158989997403	0.7406540871538848	0.8043207246727364	0.8258749437674332	0.8734238974255498	0.8314503829016687	0.8144366113491045	0.7144046402340074	0.7960768654548258	0.788963333982624	0.7256645949609931	0.8857943853540963	0.8750550996120009	0.8827001579013032	0.8327905261049767	0.9390339839677317	0.7542974670079315	0.7362553618683055	0.8382895634092409	0.7140726975938225
A38-1	0.4381527398947	0.3694610017917162	0.6754169582145909	0.31309736560291196	0.8557629898695965	0.9617046128277444	0.8848998125707338	0.8810842374856099	0.7969082896705286	0.8331169608530413	0.9098064475595631	0.8358440286197069	0.8663192157874102	0.762835843785992	0.0	0.6605147857621747	0.8791648296096977	0.8691608127193812	0.675902951644807	0.8236640548292724	0.5453144391208512	0.8588950602161723	0.4476355573062988	0.8755104721123368	0.8374044220148322	0.8477332844773035	0.8806108443953725	0.8993666274530716	0.9076947920005156	0.8523428917926629	0.9568497714131551	0.8932317149884955	0.8953201775670049	0.8596273769653549	0.875453156754683	0.7283825326096464	0.8383636506102691	0.9559003250436937	0.45284741321834104	0.9790008582775259	0.766687600675159	0.7808647549605483	0.7220057821738838	0.4712628122183579	0.6422573487961983	0.6679322456724112	0.8422170869016606	0.8662794334206252	0.8359152724179792	0.8615967809959627	0.8435838719292241	0.9708397764239687	0.9482004178830113	0.9700303961287065	0.8476689046153949	0.9643388948076127	0.884121869887346	0.40973591999244685	0.7424918740624342	0.4237962805825613	0.49169988829230826	0.9773175964552351	0.9606154108023036	0.8787573703424679	0.6776387151292718	0.8531446417561986	0.7782869627203864	0.7125087988032033	0.911966708236532	0.8333915305498623	0.8590622417387215	0.8012392276759811	0.7759490959797005	0.8366368459229983	0.8031108898917264	0.5543709791087629	0.6946232579610795	0.9098062078906836	0.8448353214677515	0.7776951832638687	0.825967352487812	0.8110605456201879	0.4725779601630723	0.8647671837853892
A39-2	0.6175394357562521	0.6771017056926079	0.8218575025185072	0.6486328108050057	0.9343414739271639	0.9789838359457506	0.9400357624385516	0.9390530235595904	0.9717553848683996	0.9072701802201192	0.9175493265944789	0.9680201244104856	0.9679697936359294	0.925908031199033	0.6605147857621747	0.0	0.960460251483656	0.9804698364201158	0.7642557143183518	0.9477376134571759	0.7182228750696551	0.9189106327862082	0.7077828512756911	0.9238545765630986	0.9528319730867022	0.9275662584210267	0.9533082990710221	0.9439313098836911	0.9729934496884697	0.9260698781175684	0.9677962999592069	0.8970537654383953	0.9015688491747911	0.9146251496030426	0.9131908497898403	0.8047800693416828	0.9291541566447978	0.9668246048629607	0.7322524132718771	0.9884100802841006	0.9207540155881876	0.9194385156126945	0.7776740604894105	0.7070958515469215	0.8466238140301755	0.8082409081115344	0.9232172370331002	0.9713168592049716	0.9448589644340813	0.9684191384643621	0.9426064965321496	0.9961923376901094	0.9718084944469751	0.9961371974116568	0.8896042511120243	0.9803812771081812	0.9624401256333288	0.697061613474193	0.9107610187173981	0.6932994442240669	0.7167665337985539	0.9879151039881678	0.9778272100909524	0.8960747846499504	0.8101568630042432	0.9662266937483491	0.9277923427983835	0.8402898342977088	0.9264272995649144	0.8978345783331707	0.9832629547151771	0.950263512816418	0.8997291904734375	0.9680983068426141	0.9409478519542391	0.7485743667497435	0.8195616591474801	0.9524110405506936	0.983920551041224	0.8174477744663762	0.9073512350558243	0.8927079534946673	0.7041584313948676	0.9299205587948874
A4-5	0.912757452093549	0.9108432874884312	0.8207378197456796	0.905864969782302	0.8182336640743305	0.8406499162018616	0.9217345329498415	0.9228647901957335	0.8606434951472396	0.8263781798641966	0.8816087818659526	0.9347352971388172	0.7637279557223545	0.6897666393982478	0.8791648296096977	0.960460251483656	0.0	0.8824305516976005	0.943940097558049	0.8034248023520223	0.8663431194625434	0.7575659309575199	0.9248536533892031	0.6684208487446094	0.7527266990276725	0.8641299742039439	0.9607683896431612	0.8080652704416114	0.8560383515441917	0.8624941979673029	0.8967510217848855	0.9529417670087431	0.9555639324707862	0.94421341082541	0.9461495089959624	0.9041655359677901	0.836421392813271	0.8862807412554713	0.803495357300141	0.6005088991982132	0.7035324193005861	0.5928561766407998	0.9078519972211528	0.8761371874840245	0.9482471114230219	0.9288635668771452	0.9170514628017081	0.9529558800367687	0.7807729523024846	0.9374005260358099	0.6817660645435049	0.98528636165816	0.9071339269423493	0.9844273676727775	0.9397305355685852	0.68361636641868	0.8164001704614323	0.9470693232299765	0.8448832382737153	0.9721918369409221	0.9420537294017075	0.8583917531214287	0.7238375116677621	0.9335765746846633	0.8462679565002176	0.924499750822702	0.9013975427882427	0.8441036234567516	0.9093951729782108	0.8997224853325285	0.9743080242603354	0.8724059679751077	0.9047180233712752	0.9352698634391613	0.8300222944193446	0.9232958202187701	0.8669069557749448	0.9224278110517813	0.9776553618918543	0.9336528709423844	0.8981255740484526	0.7520733714766068	0.912543839604207	0.7816803669206073
A40-2	0.9663051823681696	0.8121663982955886	0.8682869849018504	0.9796447897545151	0.8811350510048215	0.9488606268180142	0.9648614242892656	0.965506301098438	0.6234005287989612	0.9779515559181704	0.9534165081967465	0.632668144148603	0.7941323439641537	0.7612765954315179	0.8691608127193812	0.9804698364201158	0.8824305516976005	0.0	0.9589849986387429	0.6358109388074014	0.8867460367697679	0.8119413697722898	0.9909030997099881	0.8285883362569697	0.8907203974386566	0.8970355109997444	0.8132188374188182	0.9592571743309334	0.8071487429001164	0.9653257359729966	0.9350970499124843	0.980177784687208	0.9682281844859456	0.931461454195811	0.9600442615604158	0.9035143376741706	0.7633190472246051	0.9428729348762734	0.9046200212968034	0.8466326691510548	0.6984204515671424	0.9594223548918825	0.8998534211474515	0.8814948652392028	0.8545989056420904	0.9800074236164611	0.9005472349431249	0.7744308664012193	0.8113563666805895	0.7210817421758443	0.8798209237043478	0.9799999447030417	0.9481175475016111	0.9783788111984533	0.9555306497520689	0.9687147891904037	0.6943097036695446	0.9263978191795041	0.847645414271634	0.8679246858936578	0.9917216971067113	0.9770840488319821	0.9727398078856748	0.9295794755524046	0.861045445835063	0.7207889126948477	0.8831180262067231	0.8669862845803632	0.8697482628045371	0.9058506415786799	0.5161455880448018	0.537374923232163	0.8874910507140561	0.6375254784466622	0.7128452025593938	0.9384077622637663	0.8717747769564967	0.9652575871591678	0.6238148793311479	0.9690109535271887	0.8822192926776986	0.9500506922754599	0.9429522122448819	0.9531326917365781
A42-3	0.5387935496348406	0.6781949920269288	0.6543957218706093	0.6575185620512475	0.9054386669967993	0.9529703454144872	0.8547273859843814	0.8530292301210234	0.9651607517498911	0.8273169794455228	0.8328119640958278	0.9298045984902936	0.9614533897094452	0.8826313955311842	0.675902951644807	0.7642557143183518	0.943940097558049	0.9589849986387429	0.0	0.9417633678999124	0.7799101842975708	0.8305697296562787	0.7368580096393007	0.8985571862022452	0.9323633311370233	0.8482418692728769	0.9344479474244074	0.8773456066318458	0.9425600577281681	0.8884851497768983	0.9350718516355673	0.8616466717349188	0.8713883278998725	0.894791891750815	0.8948241483611437	0.7751672408467768	0.9125821408508823	0.9354649848430978	0.7878884954200487	0.9742852259874536	0.8669976403417081	0.8478410902536745	0.7057717060509765	0.729610040493248	0.6745440497012954	0.6912575235626809	0.8615693401008129	0.9439460872550359	0.8915248723777968	0.9316987926458365	0.9072333354647399	0.991272777022389	0.9361162527710815	0.9909775834041389	0.8099538886280422	0.9562597972296748	0.9290746399443236	0.7138608389969858	0.8567328256857247	0.6132989277438478	0.6572397041339662	0.9717148135504478	0.9522412144788657	0.8687515866653116	0.49310757960893364	0.9327171316262296	0.8959369710518571	0.7454535682723568	0.8866754848147874	0.8790041131542768	0.9619364567068492	0.9008192669392407	0.8658744071558854	0.930180181597462	0.9135839599442795	0.7278469408949301	0.6587556081636827	0.8869432059122214	0.9651754097682742	0.6874525015798982	0.8512628498639611	0.7988516492925507	0.7325982286882518	0.8345802926768958
A45-1	0.9067869039375133	0.9073602248847484	0.8833831674335151	0.9397982368541677	0.8414951060895985	0.786248908302971	0.9627633322324688	0.9634867254455401	0.49104474594676034	0.9613645115379826	0.8672486990561029	0.6093232117324123	0.8148517327881617	0.6931475176031024	0.8236640548292724	0.9477376134571759	0.8034248023520223	0.6358109388074014	0.9417633678999124	0.0	0.8734603122704008	0.8543408534440873	0.9104166000212958	0.8242069890205316	0.7482750560897351	0.788982241679073	0.8070669692632512	0.8088917620689948	0.5918967172418315	0.8903746222027958	0.8300181214479014	0.9525645642153976	0.9552764216019477	0.9101541511255978	0.9408716589852795	0.9026327648575286	0.7723249575710899	0.8330878416784734	0.9032304352612056	0.7935261704945402	0.728535348822568	0.7428667189296083	0.9141047059898113	0.8649633234332985	0.8331203381480016	0.9443660002104197	0.8555904014972738	0.7658385247705486	0.7757536855908412	0.7054085606506934	0.9247983928890418	0.9787361278564727	0.9404264990998048	0.9768942057048633	0.9366527874504401	0.9670624469977301	0.7903436708467528	0.9084935634318514	0.7376407361416606	0.8489543635929774	0.9321389794059453	0.7797536140317687	0.97149374892173	0.8576656991772735	0.9598716313760312	0.7279342440048658	0.8434604452519235	0.8926230853552882	0.9584988806060212	0.9050705316596979	0.4748075770410946	0.7477426626766365	0.8496121008247675	0.614812944554481	0.7913893400801125	0.8762925353142699	0.8535081632309007	0.9632079172487833	0.599293528583998	0.9564100993015209	0.7457735421996491	0.8176311311480872	0.8762507991877737	0.7736498946220162
A49-8	0.5625010218688314	0.4715158581714096	0.6784145800106255	0.547267025788821	0.8577749908914681	0.9303654359174841	0.9586678943077158	0.9588966762800043	0.9403582230851643	0.8730830396150074	0.9228035093037927	0.9349252932780691	0.8141472082382014	0.8106391514581212	0.5453144391208512	0.7182228750696551	0.8663431194625434	0.8867460367697679	0.7799101842975708	0.8734603122704008	0.0	0.8043556262123129	0.5236756518715324	0.8412290471479565	0.8963924679124613	0.7999786782392185	0.951931831452473	0.91287958796021	0.900573025574426	0.9105923226328347	0.9305032098163794	0.9117484458001224	0.9375185386392545	0.9356799186611926	0.9383374482579808	0.7097399621186312	0.8397017558013313	0.9388333304834741	0.4941270086129244	0.8964781123539954	0.8209291268537914	0.8988662000642934	0.7063253527224372	0.6294203113749046	0.7781536253476238	0.7405889736470506	0.8600896829287789	0.9442961838368366	0.9069739490024927	0.9361068568208285	0.8921710368857404	0.9923079820164392	0.9590069732620261	0.9921439032271827	0.9246762504744639	0.9716393410637051	0.8359510598181707	0.5382013108373054	0.8665026432871744	0.60478244294179	0.5420479257969901	0.9413911167552923	0.9683496759168189	0.8779215091747234	0.697984118510285	0.9195541727954196	0.8949231895621401	0.7873419907812749	0.9111006046155729	0.8669653030404165	0.9561098001115893	0.8567401703768522	0.9162846775634746	0.93515788338364	0.842986956558599	0.6133890727896684	0.7958900976083271	0.9588077362088332	0.9565175313829061	0.8143918021851342	0.8471392881872755	0.90444841999532	0.5690870252647834	0.8989134420558054
A6-1	0.812841129649047	0.7532211991223733	0.7379379046597625	0.8397718101007473	0.8074688121666757	0.8150478586784414	0.738412922858043	0.7450060610914604	0.9778697528550633	0.9008579162199744	0.8186211117028142	0.9240686174639027	0.8208146952591248	0.7178817499135884	0.8588950602161723	0.9189106327862082	0.7575659309575199	0.8119413697722898	0.8305697296562787	0.8543408534440873	0.8043556262123129	0.0	0.8845455456016545	0.7236979680920285	0.8728087424264406	0.7089305924845408	0.961001090889661	0.6815167554047302	0.8236698271538317	0.8366500050777663	0.8795909108516135	0.8908301677939723	0.8359200970128109	0.8941002987091636	0.9253917797353488	0.7889933980060126	0.7331943730173669	0.8871772667974631	0.8055742492707095	0.7323475201255323	0.6201460334036768	0.6386531231835086	0.79526210306319	0.9251779207617697	0.8536471163780767	0.8538660809295999	0.7767331554694166	0.9452677976028784	0.7889473501962936	0.9271695755341818	0.7769709566970697	0.9854695701108166	0.8950384061776173	0.9846324431938063	0.7405621620345928	0.929444184157024	0.7324693805467523	0.8500280436075255	0.7732493373466891	0.9442436741101291	0.8934074755391114	0.8289628164848192	0.9257596454834333	0.8906624051329692	0.6976827150046447	0.9162798854315638	0.841330454470602	0.8748824932724255	0.8235043081194703	0.8796074283449953	0.9746096525680457	0.713277805754383	0.8309204944158803	0.9246905790824594	0.8111472664656585	0.9171512013131791	0.9198869701770263	0.8032942516021638	0.9778838631233332	0.9127097187843104	0.805896896275158	0.7737502438572075	0.8526729876193344	0.5264403423825721
A7-1	0.37678138305677733	0.4526000481087458	0.7763191779134976	0.3565544747403167	0.9544567572646275	0.9157343804558984	1.0	1.0	1.0	0.8524683540950929	0.9391543013162151	1.0	0.9493187670849469	0.9434521072565785	0.4476355573062988	0.7077828512756911	0.9248536533892031	0.9909030997099881	0.7368580096393007	0.9104166000212958	0.5236756518715324	0.8845455456016545	0.0	0.9374355459609284	0.9383808600554328	0.9377439620831849	0.985805539520624	0.912682715634262	0.9118700610288935	0.95901517808846	0.9353603751810428	0.9340712972025011	0.9636528023481802	0.976758383136232	0.9748912369978283	0.7845179187584148	0.9287140942467104	0.9295521478827233	0.3867215610913672	0.8987840817054727	0.9355689086739617	0.91291233961756	0.7730981919148316	0.5291935600577956	0.7573511514865017	0.6732394775733542	0.9476968060290946	1.0	0.9448498960668048	1.0	0.9919772316016838	1.0	0.9871706525587028	1.0	0.9529162950168243	1.0	0.9452946375064297	0.3621919403499095	0.9236847244266169	0.4393230232520219	0.17723902242688164	0.9044150299843394	1.0	1.0	0.7215270581807273	0.9903748757976236	0.9604710035094579	0.8319764812365119	0.994119817738717	0.9395657499244304	1.0	0.9923914983860769	0.9655892236556605	1.0	0.9751612415185036	0.5318267694852787	0.7817011537597051	1.0	1.0	0.7968354856568843	1.0	0.9359677985828739	0.4590988856126989	0.9046085557823409
A8	0.8631750033817976	0.8613756886896934	0.7828589820089812	0.9144469788554804	0.8506246186117331	0.8849709187716809	0.9338011415637785	0.9344989393182027	0.8679298154151415	0.8913131928859567	0.8366599013190937	0.8374189637290044	0.7633699155897797	0.7688223756678126	0.8755104721123368	0.9238545765630986	0.6684208487446094	0.8285883362569697	0.8985571862022452	0.8242069890205316	0.8412290471479565	0.7236979680920285	0.9374355459609284	0.0	0.6902239838231402	0.8613072486153045	0.8889018350605085	0.7632400724075324	0.8639243195378585	0.8487924411031021	0.8780226489685377	0.8653195198914789	0.8219193861210613	0.8608261420955423	0.8707082303186586	0.8308538249376763	0.7264858148811127	0.870672062405509	0.7849024956532047	0.8096767847158839	0.6759926180028399	0.6955334888251624	0.774543348286917	0.8421797927021362	0.8838507087019454	0.8810216256553017	0.9062719974603856	0.8623933229795072	0.8410103445166892	0.8234052402962814	0.8000601281787478	0.989371819029353	0.8179516152985252	0.9889307726468088	0.7929968974108823	0.9472877773168472	0.6903743371072044	0.8814226435944367	0.7824896940856592	0.9357133921091076	0.9509892528201205	0.902038171599561	0.8542087936956703	0.8391334598682068	0.8628691147248916	0.833401260266457	0.8486020218972856	0.8772764008398485	0.737769538881198	0.8388497028173577	0.9537842212534586	0.7999530322569729	0.7977787980039156	0.8216611351003008	0.7249173006139682	0.9200189538624926	0.8644273651731451	0.9342285034229758	0.9584736841479872	0.880906484253008	0.8876144922856468	0.7182818167670386	0.8601469082635527	0.8311500036475165
FL-1	0.9064704414482379	0.8744513676984227	0.8447911582819739	0.9155894737414644	0.800870601738908	0.8878295434901868	0.9354700471667016	0.9361332810232846	0.7904827061433481	0.8570255238082455	0.8785878731882023	0.7597902067470232	0.7112477686208217	0.7741699887682639	0.8374044220148322	0.9528319730867022	0.7527266990276725	0.8907203974386566	0.9323633311370233	0.7482750560897351	0.8963924679124613	0.8728087424264406	0.9383808600554328	0.6902239838231402	0.0	0.8322497364725926	0.8260127101016208	0.7689658393384374	0.7146763069713096	0.8625328080667278	0.8976371381680569	0.9015312877140357	0.9011881929076495	0.8757415978787574	0.8441811203835291	0.8627071456557718	0.7306562948157019	0.8891349611597945	0.8749321825242914	0.8990833738749276	0.7127310204249482	0.703270882529388	0.8584606162274	0.8670375629968301	0.8444146621369661	0.8829894875497527	0.8715273481453613	0.7133323628450614	0.7852161588555384	0.7488070510963112	0.8713393020723513	0.9896355068393787	0.7533226614737795	0.9892165053040141	0.8697328269778719	0.948521120834587	0.598214508884526	0.8533742111182646	0.6990822999610304	0.9292200829823395	0.95167208494394	0.9047287358758173	0.8576361462610667	0.8976821706922733	0.945328063331649	0.7383852865228071	0.8010432886475847	0.8898452549283646	0.8923258601415488	0.8842879249256782	0.8807573257580048	0.8739943976709414	0.8081106306628322	0.7427126584182179	0.7559760692778456	0.845712991329108	0.833586581277332	0.9358761987427227	0.8933417948258069	0.9371419123841238	0.8543230155576835	0.7731418883822038	0.8056871959890949	0.8353385787437563
FL-10	0.8388637408609513	0.8473095991664255	0.804143539811857	0.8739322942922658	0.8172284994283768	0.647803464754475	0.7457084661212167	0.7365644634894465	0.9009731643636334	0.9372767499579637	0.7141796093166136	0.8406684381580373	0.7632289671751331	0.6524844813928304	0.8477332844773035	0.9275662584210267	0.8641299742039439	0.8970355109997444	0.8482418692728769	0.788982241679073	0.7999786782392185	0.7089305924845408	0.9377439620831849	0.8613072486153045	0.8322497364725926	0.0	0.9269254403684328	0.7124386878723324	0.7564794297856745	0.8145428036292329	0.8511110898440155	0.8990531817800854	0.9015240584663475	0.8845718041795088	0.9205799228969811	0.856927710149075	0.893289415026031	0.7452421520796193	0.868680374560933	0.8841635936603112	0.7185201861846613	0.6705044077127169	0.8594171660234299	0.9188744888119996	0.9032856517312053	0.9426294334604791	0.7429987729152921	0.8871504822469559	0.8614852737652844	0.8475702354754584	0.8651598665232314	0.9857083411770384	0.8967071687214057	0.9848992663216674	0.8334268993425373	0.9305144908909285	0.8034103359805147	0.9010156569513795	0.7618628347132409	0.9374927439821009	0.9310929812571849	0.8322934733148533	0.9267797130529268	0.7639799457316533	0.8588556863876982	0.8445605398244467	0.8843459988061758	0.9043952959982511	0.8912791620481537	0.9300334689174302	0.8853552232132482	0.8200043273201137	0.873466137822346	0.842055602359976	0.8736058720233796	0.9114843543389713	0.9131368138524537	0.8068842042773876	0.9010401516238506	0.925937949523115	0.5695159310061159	0.7565507384500711	0.8553514304582485	0.5559881792521688
FL-13	0.9330025334555967	0.9001215788123365	0.9264964015837179	0.9782413654142877	0.7873928933966868	0.9613025880188484	0.9829216658086001	0.9830754513270155	0.8248207577119274	0.9328785314798198	0.9281610062326543	0.8268527772287116	0.7937291069976439	0.8702440617692694	0.8806108443953725	0.9533082990710221	0.9607683896431612	0.8132188374188182	0.9344479474244074	0.8070669692632512	0.951931831452473	0.961001090889661	0.985805539520624	0.8889018350605085	0.8260127101016208	0.9269254403684328	0.0	0.9657954268301595	0.8232592086063979	0.8772168965399029	0.9358661938246038	0.8239344084021114	0.8893765701748432	0.8911503209245513	0.8231789160324856	0.883491635054187	0.7398117502705523	0.9408456030628574	0.945262806771898	0.9662437816482126	0.8474851240576644	0.9658747596680922	0.9034709828224121	0.8556886703004076	0.838795166162177	0.9354685442249372	0.9261564597978648	0.7752254294772756	0.8734968376784679	0.8604383318245126	0.9291402617042438	0.8946637302895004	0.9321922574437737	0.9023115265176669	0.851616036717308	0.9838862895792518	0.7881677132548152	0.9399449474585253	0.8558379924381155	0.8677909495524306	0.9867112035760593	0.9757103681097204	0.9850251193906373	0.8910765714373452	0.9690621872347285	0.7840052524298324	0.8687276402635585	0.8820653309258762	0.8673224351482172	0.8957081091683537	0.8046812176717073	0.7966679646569513	0.8142912335433533	0.8279395991166374	0.861934235816395	0.8948494770187225	0.842488007462854	0.9830157941467127	0.7594144377227426	0.9254031571672272	0.9360041766623004	0.9245704584566437	0.9313275717676465	0.9630369292211537
FL-16	0.8510868566357949	0.9001862933661193	0.8340513627461477	0.8328289377028995	0.8592903836622576	0.762095641878332	0.7122746107476712	0.7188311183820542	0.9713909100008956	0.8651954133467179	0.7105941773061243	0.7532464631784721	0.9084601527970979	0.7992052515139637	0.8993666274530716	0.9439313098836911	0.8080652704416114	0.9592571743309334	0.8773456066318458	0.8088917620689948	0.91287958796021	0.6815167554047302	0.912682715634262	0.7632400724075324	0.7689658393384374	0.7124386878723324	0.9657954268301595	0.0	0.785871065635513	0.8513787676351438	0.8617909963183287	0.8893745091514509	0.8280139200291906	0.8971535524085772	0.9029843806345128	0.8805256521126189	0.9280824943107443	0.8633323666325209	0.9229080530141357	0.8051795997836448	0.7642256004014382	0.5908018853407269	0.8687348015653868	0.9024686154235745	0.8808192171245678	0.8790226728475603	0.8555778322576311	0.8476138164686404	0.8170385577145165	0.7747573098302029	0.7613260370419577	0.9799423516473471	0.6805192742341455	0.9783114874561459	0.7923217310367385	0.9054131593222821	0.7570660230883488	0.8748268254983003	0.7605271917183959	0.9690616547063258	0.9266181866366391	0.7701584441245171	0.7683977046875647	0.811615148885163	0.8087751080099844	0.8195513264662169	0.8343045440879825	0.8666921009150317	0.7928409996373552	0.9056672842124717	0.9656969748277116	0.8593744341968509	0.8299580973763377	0.7635012822073652	0.8443465165581143	0.9439881487973584	0.8946242531932694	0.5706678719416116	0.9714144870675399	0.9221074730515347	0.8033508875863558	0.7665942645182167	0.7850050099689668	0.47100632022114075
