	A1-3	A10-2	A11-2	A12-1	A13-6	A14	A15-1	A16-5	A17-8	A2-2	A21-9	A23-4	A25-4	A26-3	A29-6	A3-1	A30-10	A31	A36	A37-7	A39-2	A4-5	A40-2	A41-2	A42-3	A43-3	A44-5	A45-1	A47-3	A48	A49-8	A5-3	A6-1	A7-1	A8	A9-1	FL-1	FL-11	FL-13	FL-14	FL-15	FL-16	FL-17	FL-18	FL-19	FL-2	FL-20	FL-21	FL-22	FL-23	FL-24	FL-25	FL-26	FL-27	FL-3	FL-4	FL-5	FL-6	FL-8	FL-9	H102-3	H105-1	H106_2	H107-1	H108_1	H110-1	H114-2	H115_2	H124-1	H129-2	H136_2	H162_2	H173-4	H174-4	H176_4	H181-2	H182-4	H183-4	H184-4	H186-4	H187-4	H188-4	H189-4	H190-4	H192-4	H193-2	H194_2	H200-4	H203-4	H204-4	H205_4	H214-2	H215-4	H216-2	H217-4	H218-2	H220-4	H221-4	H222-4	H223-4	H226-4	H227-4	H228-4	H229-5	H230-6	H32_1	H32-2	H36	H37_1	H49	H50-1	H51-1	H55-1	H97-6	L1-1	L11-4	L12-3	L13-1	L14-1	L15-1	L16-3	L17-2	L18-2	L19-2	L19-4	L20-3	L22-4	L23-1	L23-3
A48	0.6368587618311915	0.5714623523811901	0.5956405158012451	0.5690634621859516	0.6399962506507996	0.48695333265748175	0.7021310710834314	0.7028366495987314	0.5528711471421139	0.6148550965396452	0.5721291256161181	0.625407231122874	0.6692142723315287	0.6443314863952507	0.6865116176197037	0.3930426139382873	0.6352969692589118	0.618268816695107	0.6445679663444787	0.672088676606936	0.669336224450123	0.5964047105443298	0.5829991157798391	0.6743204671381797	0.5797705262279669	0.6393343920131975	0.6185381280568769	0.6006014061502111	0.4406934687479316	0.0	0.6448931559903172	0.6800235922241178	0.4999971176970117	0.5734723639120243	0.5364722622797385	0.7277900645958975	0.6642551123163283	0.6483216682898911	0.5695979562900442	0.669657976687364	0.4559295612414416	0.5590054228782144	0.6875315002026571	0.6573692270176709	0.5661970036028813	0.4456657993822975	0.6349494193667174	0.4887750562457014	0.754091888856417	0.801274040870923	0.746613371097239	0.6689822224556002	0.6802097143453457	0.669543314448158	0.5927289154820834	0.5666444824919088	0.5607952054732143	0.5877705145564291	0.6003029407415149	0.48350020962081924	0.5994932398619496	0.5777221300966845	0.6097516530199876	0.6516659958750057	0.6417045012326117	0.7166845939168022	0.4480703055966848	0.45468432046957774	0.6204235614185724	0.6484335516339301	0.6096741622655084	0.5586871189447248	0.5276260563791548	0.6609062040187532	0.7009030005961795	0.6602273451243795	0.6096342331637749	0.631966984739495	0.6323441404147205	0.5894351672970494	0.6105292227261798	0.6176337352753707	0.662607042062063	0.6285040019817857	0.6108477114361176	0.5962962778306463	0.634707143878898	0.5352515915420035	0.7492465174421126	0.6061965768109104	0.6569429532701967	0.6126387831259346	0.6520720343810906	0.6482347267468649	0.5895521283612731	0.597098753953767	0.6869312293514844	0.563874799168564	0.6731291883948028	0.5237036735008215	0.5645242959474283	0.7429556221374789	0.6920333082723504	0.6741302025238795	0.5307889023200214	0.6419880667942457	0.6641835813878312	0.6283889078949364	0.5643686940523189	0.7889176390249734	0.535940783684312	0.6272395929642711	0.6069748026707219	0.6471679320487116	0.6301301520709779	0.6359897903782112	0.49141167683885073	0.624881313504667	0.6127436370314144	0.6337510092637615	0.6256486886908351	0.6172797330186831	0.7566483973816406	0.7292775416790424	0.5901238356254677	0.6360754173693701	0.6521915602491389	0.6333474503226706	0.663712697737029
A49-8	0.5058137564837775	0.6679796424208024	0.6988329381496876	0.7303845101351008	0.7977971814812107	0.5104356934599941	0.7505220963529832	0.532125224785009	0.4101409768679215	0.4381987307781248	0.6011973273064042	0.2554198635121329	0.6170121450601945	0.3774640970620246	0.4216588632071343	0.5266486461371112	0.4548498508003988	0.31332142616110803	0.6740198616630984	0.5549755798214218	0.4679830419372305	0.36634401156039914	0.29557324062852397	0.5915801062156995	0.36880468598950694	0.4855100686494052	0.3378200393119237	0.39285891564332637	0.551816532467179	0.6448931559903172	0.0	0.5444095242431306	0.5276775530302797	0.44719838282564456	0.6035413212473189	0.7817556501519811	0.5987543902147383	0.27784657683159336	0.6746302147151313	0.39256118886777863	0.4974024191233252	0.35737008105919327	0.5200173547671111	0.5826814206203533	0.6662010796938042	0.6168706369536466	0.7061634320922215	0.5807423296736683	0.7297164869437691	0.8722534261749505	0.7981883440520516	0.7973199211292371	0.4248467003458642	0.7992645818766434	0.40118562818925485	0.36321933521283856	0.7048130975308037	0.31682844395931486	0.6580711715102258	0.49455273213374057	0.4949992577030895	0.32402888341516456	0.478144255995149	0.3490431264844902	0.7036417445282537	0.5201984846058423	0.5085840263272701	0.641295166217999	0.4664795420190126	0.3507492844864466	0.37331045976007265	0.39683646073340684	0.5943506676757075	0.4100570198754577	0.5169973214494235	0.4398757600677852	0.4020624353667829	0.3462890108643779	0.27583507793927187	0.3199512194278185	0.426361134607189	0.46051536520805725	0.37859807035358434	0.3506384884544744	0.3532693918557209	0.28886982535806766	0.2896966042939523	0.46276318886534884	0.75744638406989	0.3875240993252099	0.37599799967361486	0.3878586713106667	0.3848220033245994	0.3124043156653768	0.5395821767075781	0.46793003630670105	0.4017854481465138	0.6532326614966557	0.7141360302575659	0.6223792843477352	0.5355424031069086	0.8280671377769977	0.7907205739720637	0.7555684736393105	0.5916965410789186	0.3759989891668214	0.32204570155961526	0.5172181559207875	0.43518307385741606	0.5440927459932876	0.6551380822896031	0.13037832534899818	0.4170704399326479	0.4299091107668317	0.3996544360229222	0.4469458853170514	0.5498246017970585	0.427276107409673	0.4837232277850071	0.43892520870931606	0.4358592020600328	0.3695158642570679	0.6332734435977115	0.6017463428435823	0.35531048384544256	0.3774907768932177	0.40025003873763	0.4055750859297723	0.6527389522140512
A5-3	0.4540920429465761	0.7409672801400656	0.7088655632449639	0.7588598807452865	0.8286642153549061	0.5685852365257468	0.8421306991895153	0.674831741142313	0.5621642333079044	0.44464687548916637	0.7432558889631843	0.6116701084952713	0.6255003443438837	0.38924524853675174	0.6417171112977523	0.6404470534424116	0.634242817406466	0.49476035714364563	0.792278094359302	0.6773418138961556	0.47264437302916035	0.5052979476996176	0.5496612738552054	0.5881152034747189	0.4936011891644409	0.49410859520954653	0.49131457902163866	0.49473669692340905	0.6137859576488734	0.6800235922241178	0.5444095242431306	0.0	0.583002731340639	0.5137882532010987	0.5688627558011954	0.8185596481241761	0.6175595937733982	0.4391333359563359	0.5096092256163957	0.46097940990158115	0.602765210089819	0.5516503709707372	0.45929131176795346	0.6396304500566821	0.7356537048505157	0.6758690334018697	0.7374769727158514	0.6201674246167301	0.6822142792881063	0.8382632788588801	0.8581884139712337	0.747492446212998	0.3678527443127227	0.7427981225324027	0.48974250433518224	0.4944700579941911	0.7339689529684716	0.5431533964872268	0.7153232491566518	0.5667455856153655	0.500090535418122	0.5327887965697763	0.39232378085121383	0.5088639239815015	0.7035711364118271	0.6226511578372126	0.6771817028594914	0.6243888554297552	0.5609293943291358	0.5489626685890497	0.4756771262622365	0.5747587373037967	0.6139686145137411	0.5126655617617706	0.4662628255839283	0.47505827312909255	0.49134913089303334	0.4782790804351122	0.442170035822373	0.49472396177713973	0.5043943051412315	0.4020604840966596	0.45372393812966255	0.496506490089831	0.43320865116800245	0.5002828207516293	0.4122207655739432	0.4827775538858577	0.739384481141076	0.4779393096317133	0.4119010705153883	0.34913983797222403	0.6055271745039452	0.49292870919367077	0.5564269224871654	0.4309640392257387	0.5080779207210946	0.6672011020300068	0.7217143200268809	0.5538670777523105	0.5695741260611702	0.7693402183272887	0.750224296306653	0.7116314574070781	0.5616895951396084	0.4880684883925736	0.4698940199188824	0.6129240905835674	0.4908328140630943	0.757400343772651	0.5611658531157554	0.5436343260002737	0.4290677961997949	0.5916710466155182	0.5142850184924485	0.4098707874089351	0.5564304344655269	0.505038794507499	0.470040577702833	0.4182330814058788	0.5847840363893511	0.444487013515674	0.7300838353577204	0.6284398064648606	0.4991701135482714	0.4080544654705433	0.4568042415206092	0.37646686990421596	0.6888610190449468
A6-1	0.47125925662281287	0.5260936633128147	0.4668503544817843	0.5532472719872857	0.7026319095311316	0.31462472695883065	0.5861070651408284	0.671526018936077	0.5630488409944879	0.5387138927189676	0.4438245392266891	0.5409483786475258	0.6780366277522535	0.5133305648744005	0.617786552038329	0.35423943284649856	0.612906552032672	0.4559920343384196	0.5570504631511347	0.679040277899238	0.5536991904613517	0.4910565891859237	0.5308679608554192	0.5910036936752466	0.5419613956624546	0.5589324336119096	0.4754141153420523	0.5605187059749313	0.2640925538288634	0.4999971176970117	0.5276775530302797	0.583002731340639	0.0	0.5055769047931093	0.375160884625933	0.6640541002085779	0.6287087935584644	0.5004439423296717	0.5187527961348536	0.5442668164659384	0.2968171457074607	0.567799570341791	0.6481706102981465	0.5818061882441298	0.5904849140265515	0.4363237691508138	0.5349402609072876	0.39942301346002135	0.7851893663822939	0.7795499683334721	0.6894515994465854	0.704170936244996	0.5566508954984641	0.7019994650814728	0.5364491219456017	0.5426153187287175	0.5342043115444886	0.5485063419597916	0.5192625095381728	0.2368167711306642	0.5141388087892702	0.5788769981726348	0.5429499139745442	0.5258874014374058	0.6754865170537407	0.6167538900837117	0.4696586308845249	0.42399061791318216	0.5082493879672517	0.4896639877536522	0.4842497096202653	0.5789226311641875	0.4551223404777704	0.505552425303122	0.6117549322951535	0.5416172511001233	0.5332697394167679	0.49151543825404764	0.498709719895335	0.48727787021213653	0.5765489135357007	0.5098401656323526	0.5741596351922946	0.5430456373731215	0.5276903315809814	0.5370392923900733	0.5068359027166559	0.6032987173030658	0.7589309553294398	0.5167727029120089	0.5011951591874194	0.4825792317953335	0.5614369308849583	0.49432286678205717	0.6081631329961859	0.5591786161855502	0.47868169031890245	0.5156270924121027	0.6242932448328773	0.42106079097587956	0.3884565851367758	0.7593383693984035	0.6904388059131361	0.6340790542012112	0.3821952607942715	0.40900633675701453	0.5460938904908503	0.6296879013768524	0.47357984255487484	0.6958739532063146	0.4958966291669028	0.5378763903419652	0.5176890697271244	0.5723098516229872	0.49552339881627866	0.5589455465844911	0.34983345415045025	0.577045353559261	0.5706563331268928	0.5324928508395651	0.5984477783978545	0.5098164892014466	0.7325399471032102	0.6387361815993056	0.4800069790677524	0.5017443810032108	0.4519853959679677	0.5493220306378627	0.6826977907814009
A7-1	0.29328327193900733	0.6841342291223284	0.6241701330120631	0.7159115487379231	0.8080801865407441	0.4722510366724616	0.7998587645969955	0.5506825420427383	0.37783636373922663	0.32410565131798974	0.6701706894241397	0.4554458152193579	0.6032512769737823	0.35000328779728207	0.4984276840692956	0.4883128820623195	0.4482580668029169	0.22428278382974356	0.7328474196739255	0.6155714182394426	0.430854653062263	0.3290893243478118	0.370482230642586	0.48959154724264387	0.31730860675765676	0.35506045977444556	0.28469495725940375	0.3927673273869938	0.4788799774946257	0.5734723639120243	0.44719838282564456	0.5137882532010987	0.5055769047931093	0.0	0.5325468787867577	0.7569220812458556	0.5395513665933893	0.3162181513199283	0.6312418843097299	0.443648495510662	0.5463305675509077	0.40848964844498836	0.5522419910199055	0.5193913272617907	0.6957805524083559	0.5591023704355413	0.7049723653523657	0.4593303607693332	0.7163468660091038	0.8627484239194927	0.8252855068562815	0.780539923859542	0.4088927524098933	0.7551581115840093	0.35981824663856826	0.2929181960694186	0.6848699137596798	0.3307921920991388	0.6578848007818466	0.5067672165363071	0.4223061909563876	0.3847109016980648	0.2851471808275087	0.36552842969582366	0.6139377704175871	0.5672385739656605	0.5659302578702873	0.5282052088442453	0.5516650711787182	0.3102839926339598	0.23815642822589048	0.4118427391085413	0.5535215671281184	0.4099016239533915	0.4580748641478929	0.37927023356762896	0.36408396084798866	0.330879356443032	0.326944431670906	0.3553920739140962	0.4237238629345017	0.30193508227807986	0.41888048868106365	0.25108541520443006	0.260257589739737	0.2599330026811375	0.2759887861468364	0.4325744286996565	0.6947068744492749	0.23126515129654346	0.35417013742360703	0.38837102063242523	0.4191767471814247	0.2819591869500646	0.4909978983412629	0.42678559679176525	0.42469862679818127	0.6626299074067592	0.7440038211085095	0.6225305848438031	0.5707069707861057	0.7820808892455101	0.7580038048686766	0.7311208372423951	0.48989939000025684	0.32040068945490563	0.3816422837241713	0.5256181103104587	0.2996067470766814	0.6703379537716363	0.6726519418026761	0.39423538606995434	0.46377262848949263	0.4404138426090315	0.2651699990224257	0.463150606530742	0.5170803809395246	0.43638527140013955	0.33761849315259945	0.31157377166531164	0.34078509925565253	0.23177822160455103	0.5609197440871708	0.40692522820731597	0.3080468418154983	0.29320513495385725	0.34436605418378324	0.33902708878569054	0.675078011164152
A8	0.5227205002348259	0.5782873883835994	0.5485602035601281	0.6284981660348814	0.7304823201858612	0.4295212903279576	0.6958693499135503	0.6673830767286347	0.5572524071524216	0.5326408222053237	0.5805498197516036	0.6184614215512515	0.7218738817257182	0.5644943424869564	0.6700421455858018	0.4275670073893681	0.6708409708686731	0.5360883843654775	0.6615705362094322	0.7151769447926898	0.535410688062149	0.545271962725723	0.584743484827374	0.6132696610829657	0.5353744076583818	0.5513487502135804	0.5312725804425666	0.5550997238849413	0.3969628701998572	0.5364722622797385	0.6035413212473189	0.5688627558011954	0.375160884625933	0.5325468787867577	0.0	0.6768748702577098	0.6233427141292914	0.5241625780770586	0.4839800221559562	0.5644968115053155	0.4161344692127856	0.5621888496634401	0.6154439211622234	0.5970931880906148	0.5867548417107774	0.5273974101824527	0.6119795459833276	0.3987649423257955	0.7702994734015005	0.795656041904825	0.7461403179459163	0.7119902833865942	0.5167123937602334	0.702646903319725	0.5684830010114926	0.5731085026090819	0.593633203856483	0.5420134758972749	0.5846900678767103	0.41533963144503633	0.5220967238855132	0.6072941994441625	0.5368921511487963	0.5936095973258372	0.6883493479330338	0.6330852270104784	0.47374038789031914	0.43413898342245555	0.5268901692991248	0.5440816629911488	0.4924194913005459	0.5866035294069553	0.4307558995530367	0.5810399912175611	0.5735616011919709	0.5555409480686826	0.551100814269196	0.5418529428507841	0.5494883179859633	0.5604716623752497	0.591413637305397	0.5588162397773859	0.5743394708861295	0.5514086858498469	0.5210818481664137	0.5576999514059144	0.5265911521784474	0.5813176320746274	0.7629463226192247	0.536390928780426	0.5677166539130538	0.5851841613527873	0.613819281589624	0.513753818911397	0.6290080601221775	0.603294748057977	0.5545543811963934	0.512902221951897	0.6693119548202677	0.5127667161916987	0.43450038985653067	0.7456726081267177	0.6643051364484673	0.6560080967456059	0.42910297596928676	0.5198715552009281	0.5680052635340902	0.6256564141016608	0.5249460366000855	0.7450654457673968	0.5150937718756141	0.6153987626854295	0.6046313773550283	0.5963310788578516	0.4887003147150609	0.536099232960557	0.46301565084639706	0.5621914625966562	0.565106752660138	0.5510052491226272	0.5926731130393703	0.5029579177780992	0.7286936421417308	0.6335408980342723	0.5354999375577703	0.5690164054377854	0.5553443624875164	0.5493070113331243	0.6767267522123646
A9-1	0.7602617087142995	0.5962342786381553	0.578110687808533	0.7119521554790562	0.6278525827731163	0.6561646507703095	0.7505777240843682	0.8465830271243012	0.8133803240011217	0.792072622808566	0.6035269301717391	0.7806717044662821	0.8072475469165177	0.7413195226795675	0.8459580381148423	0.6666353640471026	0.797775666930674	0.764913583044312	0.4452605789788678	0.8235622042764644	0.8055030184738935	0.8025822967864007	0.8183636325455506	0.791720800475036	0.8083689787766201	0.7953371812653989	0.7841199308590726	0.771117065480742	0.6628734899619331	0.7277900645958975	0.7817556501519811	0.8185596481241761	0.6640541002085779	0.7569220812458556	0.6768748702577098	0.0	0.5814541519610195	0.7312951262261638	0.678542587572011	0.7573882837747742	0.6408971438221587	0.8165989206879675	0.8212583986973182	0.5759320428124269	0.5417587024928969	0.723909383952116	0.51566919269804	0.626341869373449	0.8595505330972151	0.7604567507648224	0.8016615780289067	0.7871266359051453	0.750573590264524	0.55338796152025	0.8139406520074542	0.8059436631246463	0.5125054936651167	0.813595861352438	0.5649892539903855	0.6673671176922588	0.8018836938320386	0.7578259429387579	0.777353383426166	0.7435750557853604	0.5689643981468442	0.517446070927226	0.6349942421178759	0.655656953559791	0.7090418123449481	0.7317752010956153	0.7695801282674527	0.8154353694397277	0.5755754864402411	0.7976761813380544	0.7925942780391909	0.7855126954869683	0.7780886207800881	0.7875644419912712	0.7897695493183334	0.7841738040498706	0.7939975492534083	0.7809314386773992	0.7947559918338598	0.7557152778953856	0.7810230433757928	0.7835349314692163	0.7723935754332386	0.8057883565150061	0.8931644993138707	0.7590863890690429	0.7861566468608875	0.7963646810269597	0.8040630769793534	0.7662831016105305	0.8174446053870837	0.8026370757732393	0.8029271529084423	0.6819049181822554	0.7711170097959975	0.7193152731308001	0.6370342381546721	0.8351420669181939	0.7571105866067495	0.6982884490759249	0.5748410195591251	0.7820170515247752	0.7533391969796178	0.8088313314811255	0.7795357680982975	0.8402627622736074	0.7435768293658284	0.7686824075848329	0.8135184754405502	0.7613696481854195	0.7740923050927887	0.7791531721623206	0.6292627652992973	0.7952789830035044	0.7912599526940263	0.769608065872851	0.793627208495555	0.7703811302464114	0.885499435347574	0.8542268397955051	0.8004607302307607	0.7765374040135822	0.7866545411644872	0.7816221811700802	0.8113915725605911
FL-1	0.5761383009297949	0.7154704581953288	0.6971430173116202	0.7507772101825692	0.6421338922682648	0.590071847046928	0.8261487800079979	0.6877335527291502	0.6060901544604085	0.5502710977165782	0.7114177851153488	0.6636192690655573	0.7203885986221868	0.5711062776336263	0.6576772575775696	0.6190718344000979	0.6483796059936839	0.5231778578947904	0.5484521873783178	0.7161793805229812	0.5850227936397497	0.5989524092740552	0.5473955761632057	0.6277439038576025	0.5667577802300365	0.5700664570190773	0.5138240913194067	0.5365763188422441	0.578195759690718	0.6642551123163283	0.5987543902147383	0.6175595937733982	0.6287087935584644	0.5395513665933893	0.6233427141292914	0.5814541519610195	0.0	0.5376700702693693	0.6940942029753587	0.5976535161565516	0.6093034486312452	0.5701199780406758	0.6578481764624164	0.24282037876721166	0.4471439623063159	0.6797780647438405	0.48320441511956447	0.5983924277244621	0.8256767111129237	0.9020975091492258	0.8499484661069449	0.8213000574879246	0.6239234620767691	0.64817433004113	0.5840273790957751	0.5682274968949008	0.4476003177279358	0.5638493503758549	0.6934787133457054	0.5891521103353913	0.5978444440069094	0.5416287523879716	0.5460861828438143	0.6094213008701274	0.4012104018195057	0.315000635562583	0.6576145381366264	0.6348248428702499	0.6307627351831647	0.5926961397691461	0.5492280893757671	0.6367328638671486	0.5826322542917941	0.5677538441082128	0.6102454898300976	0.5900434550093129	0.5714141495816073	0.5409476879332594	0.4936936211122565	0.5524742114711059	0.5795071244386968	0.5795675564976052	0.5842899564775014	0.5532064872096677	0.4595963949216862	0.5394062026598038	0.5152306727880454	0.5520572224683198	0.8031605171246494	0.47992580603233165	0.5565044089090436	0.5314601670941776	0.6223360328697312	0.5353605158233505	0.6477644377119106	0.5677097795383864	0.5914305746154206	0.686264841830573	0.7405106171299282	0.6681743592792299	0.630356123882425	0.8068002224902078	0.7820248826171619	0.7747706417185118	0.6224784655298179	0.5659165833329004	0.558853420773208	0.6796417939468269	0.5756427041085915	0.7677390896340792	0.6730452761672399	0.577327957296522	0.5930350008204329	0.6289799757703738	0.5519770168377914	0.5497924764497154	0.6388980972093649	0.5877020596409362	0.5498579732532514	0.5472489178719281	0.6037478860369416	0.4698585510137256	0.742411515438273	0.6454098042436485	0.5924816022454278	0.521674172657749	0.5453145433294149	0.5445752277819278	0.7436394055285941
FL-11	0.3388707762200146	0.6984111893734366	0.6560143311419218	0.7323655259945822	0.8100420768827195	0.46102121515053496	0.8068942044195068	0.5848792572579147	0.4384249802929484	0.3963205686788661	0.6301316021067696	0.3889322849988496	0.5703793189794837	0.2578605915044798	0.525754606281201	0.5325151847083136	0.5428814347587515	0.30396275788960075	0.6841469003180903	0.6287673189757134	0.45693614948334843	0.3899841655969809	0.4069473968613449	0.47594692593067267	0.31927158739884004	0.3496249325815109	0.32818357951380583	0.3516575586293004	0.5246287837007494	0.6483216682898911	0.27784657683159336	0.4391333359563359	0.5004439423296717	0.3162181513199283	0.5241625780770586	0.7312951262261638	0.5376700702693693	0.0	0.6411838180487827	0.2808697828327892	0.4329054353957539	0.3873785712642408	0.5295295634041829	0.5467694352588812	0.6932432255404627	0.6207049698340337	0.701369084565911	0.5148364053680403	0.7224544418508114	0.8563503483426255	0.8008166514530191	0.7771517351941748	0.3582556644501478	0.7567603449596386	0.4106936974137036	0.3741602607674423	0.7075810206652128	0.39179233451870865	0.6142413344008418	0.5052503310644482	0.41667258692046366	0.29532871746651423	0.3489410112852855	0.2869131981173667	0.639423306478459	0.4221063796258399	0.5188560965608595	0.5648235268322291	0.45040315076285725	0.2800412802289993	0.2902734342151874	0.4769112446931562	0.5324118110864896	0.36354642464476367	0.4202497626096371	0.37551829772673717	0.3318766992570864	0.31922135114419337	0.2624768557869761	0.3638484347276956	0.3504454319883798	0.3959564561898629	0.3932841620400543	0.3118418636008866	0.23808870220320213	0.2593857461880671	0.18800583736278076	0.3768122641907341	0.6882623183380283	0.19946715283227284	0.29094295907538287	0.3794371931971656	0.40854061864563984	0.28074915461298217	0.47837035343458595	0.3851441634243533	0.3536887661605288	0.683682799137605	0.7117250135582114	0.5748178105910995	0.5141045286679428	0.7936622371378245	0.7629346396022259	0.7132730756054287	0.4819880973422465	0.38609022921884584	0.17198321988632997	0.5274017126154111	0.3882532619832295	0.68351501749606	0.6392409409036954	0.26202367969755136	0.44937938234220953	0.3883443881060463	0.3343100796246914	0.36599149022812866	0.4358878893031907	0.35152260732019647	0.3914715680304187	0.3019495909626016	0.40711326552284216	0.21515862127348334	0.6059127172089239	0.4668431702822717	0.38700571091026803	0.2783760548910789	0.30687009562736195	0.2820014577785361	0.674500860128745
FL-13	0.6158946462597262	0.6327151885233715	0.5633272567413697	0.6987351550481763	0.7261579712868415	0.5020065971205289	0.7458794267490803	0.7633937132460625	0.63103391007943	0.6470975973329739	0.6410857605999358	0.6952586086000644	0.7056394028816366	0.6089875007259553	0.7714045117308471	0.5805674415057576	0.7035186923953366	0.671900353949087	0.6557437967679035	0.7398329454137309	0.6506892145572261	0.6435055739540273	0.7110114129955838	0.6787163738428844	0.7048621443030102	0.6787697659374647	0.6746246150751849	0.5975090126927757	0.5525563258026809	0.5695979562900442	0.6746302147151313	0.5096092256163957	0.5187527961348536	0.6312418843097299	0.4839800221559562	0.678542587572011	0.6940942029753587	0.6411838180487827	0.0	0.6442869098729269	0.5549708203222056	0.6675836060719041	0.5448982221342222	0.6987141475681243	0.6687178875032163	0.5958502590891667	0.6811839457611331	0.5706418102857035	0.6905188179521902	0.7296052174211947	0.7815296999285596	0.6431004069677007	0.5433580667384347	0.6458919017567247	0.6610656832197251	0.6825314114622603	0.6662475620224909	0.6868829009883176	0.6170278162787558	0.49083567773492426	0.6424715311625188	0.6734614027977454	0.6581593645368617	0.6555041527603033	0.71937008994816	0.6949816188658752	0.6252097320195733	0.5359602395321719	0.5890251504509812	0.6614880708943781	0.617742944287189	0.6376064346772033	0.5741131519774975	0.6554278706633563	0.617989316652597	0.5927366169109176	0.5840892293245236	0.6645305424721407	0.6436252559320897	0.6003505095978778	0.6812022469321899	0.6210319465947264	0.6235443273248852	0.6415333061272046	0.6444605827353288	0.6648977544208787	0.6377432772924952	0.6109585805976359	0.7968585461209934	0.6378287245640729	0.6267966664166785	0.6255763892255927	0.7302334305085116	0.6261529024472462	0.6015679348972289	0.5897231195670942	0.6297598115539575	0.5238310348839428	0.7005163883203008	0.5508747444549896	0.5391481344115149	0.7193354622669845	0.7252886454202477	0.6318338786788694	0.5038581414315486	0.6215336179106362	0.6611544781624316	0.6233729785170536	0.6182793136208072	0.8142455298175159	0.44285555896131734	0.6996251965428179	0.6163181434197758	0.7019739411104718	0.6421233396185931	0.5909089397771418	0.5515981235295137	0.6463684814115559	0.6761921496355344	0.640655682324012	0.7215179731317966	0.6317250737745383	0.8145127492015923	0.7494585387151687	0.639377644165353	0.6161055676612212	0.6263950503574677	0.6235993973278481	0.6596751944530682
FL-14	0.46699714529199216	0.7370221258179257	0.6928315739874125	0.7625024939301221	0.8115917723780443	0.4857018224417491	0.807257005367591	0.6327687243641464	0.4776487933898594	0.3403409574766677	0.6597333486643945	0.45978077212755775	0.5451218110146294	0.29710184123815686	0.6321544616710916	0.6069755634826453	0.6185158996055089	0.4457257394400212	0.7280649473997569	0.6256412135099647	0.5546639487732102	0.48549287939878677	0.5189477500511004	0.5860201851880862	0.4794277059272998	0.4818711454732692	0.4778345031107218	0.44268037251373155	0.6059282291005751	0.669657976687364	0.39256118886777863	0.46097940990158115	0.5442668164659384	0.443648495510662	0.5644968115053155	0.7573882837747742	0.5976535161565516	0.2808697828327892	0.6442869098729269	0.0	0.47409166761390265	0.47270042601751716	0.5445988057910452	0.5240496560861966	0.7111989747753762	0.6766009403715779	0.7248816161086684	0.5878597542959225	0.708725785086715	0.8725400034592329	0.7902618805260918	0.7837855729943763	0.4440616056750937	0.7732702917454471	0.5375156319477382	0.5173708505145226	0.7483355759335173	0.48686620057889146	0.6544040587387391	0.5472543574859609	0.48729412439317393	0.4213653541177537	0.38874017204311756	0.43421815775901973	0.6652954841193413	0.48445453715526005	0.6016795827359042	0.609158748660708	0.38546703177692315	0.3805466204208587	0.39859769282364566	0.4602008619341811	0.5573125069057419	0.48639721765777294	0.456546049063888	0.37809607607357326	0.37396871580532787	0.40020994188373027	0.427336182904216	0.40950052837112155	0.40606092043852327	0.4200184229928823	0.37290825466268895	0.4486882013407987	0.4173448546705901	0.4171069836028441	0.35797209005962405	0.47051218488005164	0.718584766437923	0.3806118005511903	0.3605781044076733	0.3945472736091728	0.5707958515164115	0.3078720167735355	0.5004667038800547	0.47234069516590993	0.4183496608378808	0.717164043214269	0.6858833655192589	0.4597970002235082	0.5534755669121773	0.7902248065909118	0.7256965064221467	0.7042907224986499	0.5006404642905155	0.466883184215764	0.1992282019422256	0.49654644277568616	0.46950901267753054	0.7163715084396219	0.6517139858050351	0.4215403033802157	0.3986122161376311	0.39807552729523904	0.3632048511532711	0.33945828891956437	0.4705253659852188	0.4068960077143025	0.4563151685868594	0.20860841618337414	0.5436258884020048	0.3964740052703476	0.6960249814041297	0.5894146631357213	0.47612379098302016	0.359016705381896	0.4094384585186949	0.32137809356195035	0.6610004175029356
