	A1-3	A10-2	A11-2	A12-1	A13-6	A14	A15-1	A16-5	A17-8	A2-2	A21-9	A23-4	A25-4	A26-3	A29-6	A3-1	A30-10	A31	A36	A37-7	A39-2	A4-5	A40-2	A41-2	A42-3	A43-3	A44-5	A45-1	A47-3	A48	A49-8	A5-3	A6-1	A7-1	A8	A9-1	FL-1	FL-11	FL-13	FL-14	FL-15	FL-16	FL-17	FL-18	FL-19	FL-2	FL-20	FL-21	FL-22	FL-23	FL-24	FL-25	FL-26	FL-27	FL-3	FL-4	FL-5	FL-6	FL-8	FL-9	H102-3	H105-1	H106_2	H107-1	H108_1	H110-1	H114-2	H115_2	H124-1	H129-2	H136_2	H162_2	H173-4	H174-4	H176_4	H181-2	H182-4	H183-4	H184-4	H186-4	H187-4	H188-4	H189-4	H190-4	H192-4	H193-2	H194_2	H200-4	H203-4	H204-4	H205_4	H214-2	H215-4	H216-2	H217-4	H218-2	H220-4	H221-4	H222-4	H223-4	H226-4	H227-4	H228-4	H229-5	H230-6	H32_1	H32-2	H36	H37_1	H49	H50-1	H51-1	H55-1	H97-6	L1-1	L11-4	L12-3	L13-1	L14-1	L15-1	L16-3	L17-2	L18-2	L19-2	L19-4	L20-3	L22-4	L23-1	L23-3
H108_1	0.6499387114212198	0.772398726564488	0.739111838349007	0.7555614964154627	0.6497581376541507	0.6642447946651053	0.8283222691315801	0.7320979910156216	0.6271429395959585	0.6429174257656248	0.7587774950047173	0.671588464478592	0.6741445831690049	0.6362131835816784	0.7203368826902865	0.67827665135589	0.7147327349848944	0.6238652361920264	0.5731601177109439	0.7390212377302011	0.6901963268877396	0.6731957711918436	0.6913182742641572	0.6843588495676465	0.6742495636560264	0.6637232827708778	0.6471594708731637	0.6289549553514915	0.6737822067556187	0.6417045012326117	0.7036417445282537	0.7035711364118271	0.6754865170537407	0.6139377704175871	0.6883493479330338	0.5689643981468442	0.4012104018195057	0.639423306478459	0.71937008994816	0.6652954841193413	0.6468597222922953	0.638470451855982	0.6876471325838339	0.35396224264685494	0.4595455839186432	0.7391667297142497	0.582234643056942	0.6590062874651073	0.7767135382575522	0.8911142838966402	0.8411110503553392	0.795722228592302	0.668676760482934	0.688997834960284	0.6881663063955913	0.6711339938882452	0.5070763126660469	0.6810242923220879	0.750729523842367	0.6779096239062172	0.6337618833177976	0.6256424175844905	0.6184575916179371	0.6495696225224744	0.0	0.4187039501500728	0.6789606291944933	0.6326562579621582	0.6823242211242457	0.6414685517309333	0.6296489716180994	0.6391752631432335	0.7001484023995134	0.6848091401021551	0.6846691624038749	0.6515072809721992	0.596479608762347	0.6579992016752289	0.6587471435278943	0.5968443929556762	0.6306353608390279	0.6323700296287249	0.6644173518476831	0.6331778611886449	0.6407395022824395	0.6424712257258561	0.6388410245390531	0.5702766459723152	0.7431582737670155	0.6200433577729128	0.6657595455183126	0.6581454003029387	0.6701480857540969	0.6341832347652959	0.6308997180878034	0.6315187867008151	0.6918951798355221	0.7423269713989543	0.7397547092209298	0.6810788372872327	0.704680233728668	0.7903021977066937	0.770705899383689	0.770268172843076	0.6861425074100677	0.6544918736038793	0.6707160634557254	0.6827560785904981	0.5917564099734284	0.8108613240516418	0.7001815121647716	0.684004923936248	0.6401045523684284	0.650030967329285	0.6370252560679988	0.68106351386972	0.6638153626375773	0.6326214915476173	0.6411422390088559	0.618914167218924	0.6455862597771291	0.6255717321450457	0.7639372593514362	0.7283223455407686	0.6669995409481054	0.6470314327344893	0.66358006063917	0.6374296720783308	0.7388426954614672
H110-1	0.5809368340624184	0.7284916357203236	0.7037986018140794	0.7697753868183752	0.6669562347976332	0.5460257933024607	0.8251609374467886	0.7384158693518342	0.6543132162367564	0.6188262171532715	0.6961084564644228	0.5868671838910297	0.6724088221850177	0.5243011125829987	0.7188376750005052	0.6444228938751749	0.7134568471356278	0.5749023800206926	0.5293328516655511	0.7053658161863029	0.6496420487065864	0.6312140687714047	0.6453865788344334	0.6210729771392106	0.606611389446884	0.5859686098254786	0.6002113387617494	0.5859850047691427	0.6063967990813389	0.7166845939168022	0.5201984846058423	0.6226511578372126	0.6167538900837117	0.5672385739656605	0.6330852270104784	0.517446070927226	0.315000635562583	0.4221063796258399	0.6949816188658752	0.48445453715526005	0.5650549997132285	0.624251830395474	0.6313381833752071	0.29509644759626247	0.4760651788954898	0.6984174906579281	0.5537025692615132	0.6188419895038396	0.7678057688061253	0.863485316773625	0.8105929599953541	0.8000577229095722	0.5857236050446177	0.6295318302407505	0.6274173479835748	0.6328281377043958	0.5177574520374715	0.6428555940956033	0.6816825016373884	0.5891190620925455	0.6235429610090721	0.509358980616	0.6049664640319425	0.515535387413766	0.4187039501500728	0.0	0.6316171427235466	0.6599136615319322	0.5032349873102637	0.5268110253673394	0.5743096880941708	0.636875695655868	0.6408751712680354	0.5333046259489537	0.6063111993633316	0.5779236001303142	0.5678989047038272	0.5389822336797432	0.5619054008530789	0.5812887640890476	0.4992715895794854	0.579360231419316	0.5595361990730126	0.5304618960802259	0.5596963175670846	0.5615480116409697	0.46184635250702644	0.6049578204123087	0.7891991675784649	0.5056831076775485	0.45271304111876554	0.607732351119056	0.6477039245440759	0.45718254951461756	0.6249467568687067	0.6053108548434016	0.5775235419253514	0.7409948718066184	0.6868942673470123	0.6182205950824601	0.5915755054649762	0.8077318777470242	0.7851457097703056	0.7403136310599997	0.5887626107797153	0.6133429278523176	0.4318077859293862	0.6474043971211908	0.5935888442094183	0.8077475681122381	0.6999161881132987	0.5481732287922473	0.625030536733466	0.5505597707481907	0.5237484771319642	0.5918340863941511	0.566103541309922	0.49983890331693337	0.6259826986391882	0.5137855044549359	0.6570216025184248	0.5459779706654551	0.7720248795265311	0.6915746896846979	0.6317419843960229	0.5513410249119097	0.5227631802506365	0.5389696192945442	0.7170383327190832
H114-2	0.6056670673315215	0.5205644565395827	0.5466626503560517	0.5453027591617148	0.7021519054407342	0.4589028789005284	0.6890319002699514	0.6686620817539175	0.5812350138552932	0.5964282404587875	0.48021577774926005	0.45682973061157184	0.6535927159289213	0.5512141877289647	0.6460901271325129	0.33780872807504525	0.6469610910427448	0.5512778564101514	0.6011825691065387	0.7089808259112939	0.6351023869355555	0.5566602428406299	0.5528370863497496	0.6515198199875261	0.5240369928961028	0.600040209473327	0.5722416954337217	0.5778647233092881	0.4174889926838961	0.4480703055966848	0.5085840263272701	0.6771817028594914	0.4696586308845249	0.5659302578702873	0.47374038789031914	0.6349942421178759	0.6576145381366264	0.5188560965608595	0.6252097320195733	0.6016795827359042	0.3709915295558444	0.5396350542803745	0.6988399891241204	0.6347871570523894	0.5464407325844453	0.48412603922660996	0.5942329269210932	0.3049881811194892	0.7695880574130018	0.7534920589961944	0.7241370352979976	0.7012847058975389	0.569534959211143	0.7030979688302227	0.5521509710482098	0.5198768638636148	0.5578433861859876	0.533170140034795	0.486497869264712	0.45494935315793184	0.5886238685134302	0.5026928884023413	0.5905599630130439	0.5343877001414111	0.6789606291944933	0.6316171427235466	0.0	0.37364246746046287	0.5331291083455798	0.5262061678057233	0.5779439233272677	0.6013026620084546	0.4269139714241888	0.6518479482962897	0.6584067427328275	0.6390688422692465	0.6209000776340264	0.589911651588877	0.5895262987658445	0.605938027321025	0.5918673174905681	0.6089203930812254	0.6339956544770117	0.5648858585892786	0.5625475747551137	0.5217289665932154	0.5730854144240184	0.5901992130619914	0.7992635271067339	0.5717785193860287	0.6112968612734632	0.618232879367662	0.6092697818673002	0.5908431121712296	0.6550394378705441	0.6355243793568134	0.663566678853448	0.5631073962101231	0.6478270876886759	0.5341269245187099	0.4699668295063564	0.7701703937617332	0.6628034802912979	0.6668645525624673	0.459462398748858	0.6118007271671191	0.5399402594271904	0.6551461491675936	0.5557605810246495	0.7629466193873652	0.5986702161813934	0.4793264828666288	0.6242884038882374	0.476541954354763	0.5876297408507116	0.6480404848091593	0.4162104243526181	0.5923729298880639	0.5940021554563447	0.5994580707144846	0.5756310420123703	0.5706586785786675	0.7241338205371349	0.6950673417003904	0.5489494368946708	0.5848442370485538	0.6239493975865511	0.5989710661043359	0.6779683226716422
H115_2	0.5446434808063807	0.5553725195759671	0.5381784456184482	0.5863904764690913	0.6742081481974702	0.40808118433087026	0.7209264509005029	0.6996701933576723	0.5222573710050836	0.54475019999679	0.5631224822007813	0.6460445931954248	0.6662378048965261	0.5587544983748056	0.6828083546961671	0.42605809070163875	0.6722695750086107	0.5476522337653601	0.6674721825288349	0.6618415952291483	0.6096173816528155	0.5652835707559315	0.5985618490205565	0.6011685509068688	0.574679529417736	0.5870465056998442	0.5459857412706752	0.5996306703993624	0.40075910902104195	0.45468432046957774	0.641295166217999	0.6243888554297552	0.42399061791318216	0.5282052088442453	0.43413898342245555	0.655656953559791	0.6348248428702499	0.5648235268322291	0.5359602395321719	0.609158748660708	0.4856912610463662	0.6087254989240208	0.640174476999986	0.6278222634808095	0.6119517163478854	0.5183572399192445	0.5778804321565606	0.3174847841306691	0.7708288791354285	0.7707356933842205	0.7458606296303114	0.6784773714602442	0.6049797134817042	0.6952114756132599	0.5836213027938928	0.5565377775922455	0.5817263944381127	0.5827823260878312	0.536877037481037	0.44482064280350087	0.5947221125486032	0.607090858473968	0.5129691293132556	0.5801179224886175	0.6326562579621582	0.6599136615319322	0.37364246746046287	0.0	0.5507019743760164	0.5451522423161509	0.518181305038942	0.5346264737241695	0.4109605148942975	0.5968063336971632	0.6337028003293598	0.579801055421422	0.5234478197759993	0.5642144455413309	0.5633817832236568	0.5174886730508196	0.6273239630493599	0.5231054530304142	0.6056130976955181	0.5604805367402071	0.5362621967162722	0.5670274685104575	0.5682354304130134	0.5294084418793873	0.720464822054155	0.5454363026859225	0.5930309939760391	0.5573720721270325	0.6270532755147731	0.5647084494312897	0.6200333612625624	0.5275373850860876	0.6265009121042254	0.5795018138531687	0.6365229702834181	0.5270008511880679	0.45997452771205205	0.7425840347704841	0.6683836003806642	0.6344657930135063	0.428207581760222	0.5515542881082115	0.6048825406639626	0.605279953600565	0.5441138506067249	0.7865269167260247	0.5431860765073611	0.6232729765539108	0.6097333548033148	0.6295884036805547	0.5376436632828587	0.6020537497951957	0.43827980875868516	0.6277469695238903	0.5421068652636283	0.5474726588628244	0.5955805386548665	0.5184087358529204	0.730630177157597	0.6361566165924508	0.5560467387042523	0.5668244252370824	0.565257907760965	0.5695527284528544	0.6690359216127957
H124-1	0.5800021441956713	0.6569470184703118	0.6392350277266224	0.5913850432350742	0.7770448045540527	0.4477720681925873	0.7536252508729411	0.7018271736112078	0.5821142274072679	0.5002771964957948	0.6239569981917359	0.5483868507237843	0.6376668405989022	0.42027834608574577	0.7070244670196505	0.5481343154893864	0.7024610472888985	0.5654585771913413	0.6811743366024894	0.6766083832907543	0.6368809345708336	0.5890748691900247	0.6306810225748825	0.6272979169883018	0.6124592705104814	0.5907230648851668	0.5835095461349259	0.5392529617648485	0.4989430872528294	0.6204235614185724	0.4664795420190126	0.5609293943291358	0.5082493879672517	0.5516650711787182	0.5268901692991248	0.7090418123449481	0.6307627351831647	0.45040315076285725	0.5890251504509812	0.38546703177692315	0.4611106095484317	0.5767879595376234	0.58505878562918	0.5769146116888755	0.655738832034597	0.6155617521122658	0.6847534769748953	0.524655625112744	0.7420916060614317	0.7543259008526592	0.7536013372797908	0.6583060327243611	0.5401912614926476	0.7422072550280775	0.6285646247303374	0.6171571891698933	0.6855052352895991	0.5953151202395955	0.6110627234634516	0.46502654964508383	0.5994641477734654	0.49016169250693997	0.502008426685605	0.4965280553770006	0.6823242211242457	0.5032349873102637	0.5331291083455798	0.5507019743760164	0.0	0.5012852365881337	0.5217499032793589	0.570075061306945	0.5466241268428935	0.5571266356768678	0.597800700370014	0.4903777041967019	0.5006726114125175	0.5196674911737623	0.5435525402067483	0.5199691576827001	0.5097117148480382	0.48589758831014485	0.4518966288475087	0.5192891431441599	0.5404868521710683	0.5490241659797931	0.47287606406985144	0.5684882907863241	0.7799970088790629	0.5192095242364252	0.46880890106584877	0.5123111708485484	0.6560706348574087	0.40674963743689874	0.5943792819120298	0.5697000631937269	0.5662283161509057	0.6664668816567045	0.6439266573728424	0.4730783883900728	0.49437912828792885	0.7659010032571422	0.7061538343713529	0.6667215240581663	0.5116895800487253	0.5673583880216718	0.4329600748797679	0.5841091189695992	0.5451552044701438	0.7731869526373538	0.6111086415994924	0.5356299303346479	0.5243161828576081	0.5118186059688765	0.46612160674050884	0.5027477691073827	0.40771446251104215	0.5102772916449663	0.5643461998228071	0.42006264676188987	0.6400788590126035	0.5240269789229557	0.7602689706881014	0.6761903465570397	0.583126766881138	0.5413662302808155	0.5219837892184981	0.46597047237900113	0.6634544970739257
H129-2	0.38901707635170996	0.7039864334366134	0.6573902619300263	0.7180985381266216	0.8190618143341802	0.5051430157561885	0.791172023745569	0.5536537386752467	0.4052540467259389	0.3632979583033123	0.6445990189107138	0.37637704726238413	0.5761181071606022	0.311896011356237	0.5587665072861187	0.5351183942242947	0.5595907907874604	0.3316082685216137	0.7089698769712445	0.6575725005891114	0.48620393494178454	0.3438698918944692	0.44470336537158767	0.5271965598362192	0.40238334137633286	0.4493760987235198	0.36999224281744625	0.42260884609250676	0.5368851603466803	0.6484335516339301	0.3507492844864466	0.5489626685890497	0.4896639877536522	0.3102839926339598	0.5440816629911488	0.7317752010956153	0.5926961397691461	0.2800412802289993	0.6614880708943781	0.3805466204208587	0.48432051960980643	0.42591006794408753	0.5639942904710624	0.5233788954688631	0.6911291965749344	0.6409978161460747	0.7253310943687554	0.5175953327790288	0.7182804704674292	0.8633639542006526	0.7846213941971343	0.7847727037577876	0.3291160928089453	0.7626354970807333	0.39764372105618034	0.37425571931166235	0.7034165486767976	0.3544748886183864	0.6368589910861309	0.5070011718066086	0.4281690147049438	0.337524892851766	0.3709688040975104	0.30755969367219266	0.6414685517309333	0.5268110253673394	0.5262061678057233	0.5451522423161509	0.5012852365881337	0.0	0.2802586625494989	0.4344879743337086	0.5883125087969531	0.43377212016459843	0.4994545617032226	0.3852016209655985	0.38895501041290037	0.4080206513594051	0.4029987983117224	0.3881181880636763	0.4638668183301884	0.39561776427476175	0.41966655427279687	0.3580868756847546	0.35111241731799814	0.3545085177449558	0.373798120817503	0.48760589164189727	0.7223539600176575	0.3370730656653458	0.40129724888086954	0.4438968995148005	0.4865094159299565	0.3235391334842721	0.5398440396797154	0.4515558111043703	0.4413425539291806	0.698228801950237	0.7447296284792082	0.5896287676473556	0.5678404243475454	0.7967171399209061	0.7679654101432227	0.7319450308193703	0.5700431178957108	0.3511106880888375	0.3551189757210793	0.5367080267130543	0.3361462095719479	0.6636152517456582	0.6706657097613389	0.34727434320942446	0.48911129408558324	0.32703882930357747	0.314644123019355	0.47151898612321363	0.5005521919843899	0.48746266806521765	0.4114119214671163	0.39277136315045696	0.42957096286208396	0.3298668154673591	0.6208401770549785	0.4870383846796883	0.3287302571877525	0.3764670016175959	0.4256742555976421	0.4222356086696014	0.6193652048326401
H136_2	0.29858757492506555	0.6787299317623007	0.6443838242570004	0.7117291367618603	0.8097556096515393	0.47984750746468136	0.793426105178964	0.4840994690964038	0.30150940354543926	0.25716846037849694	0.6794827196534149	0.3946617187983811	0.6101195371968332	0.3829439863713951	0.4806124407284369	0.5128764074880076	0.4853756585646861	0.27457955032448655	0.7464985818874638	0.6162292404972666	0.41504899586194877	0.2316435520566791	0.34864528148531654	0.4498522903452697	0.2920293070326155	0.32988536511032324	0.25954964036293704	0.2969931759926729	0.4798545099046314	0.6096741622655084	0.37331045976007265	0.4756771262622365	0.4842497096202653	0.23815642822589048	0.4924194913005459	0.7695801282674527	0.5492280893757671	0.2902734342151874	0.617742944287189	0.39859769282364566	0.5316318740428698	0.32973354115522197	0.5259739659625833	0.5031031519522262	0.6475477702636141	0.5780963897600816	0.6919895718042528	0.4953535764203511	0.7500733722631969	0.8883050175387125	0.8187682887669977	0.811840290161863	0.37302390121210593	0.7876735777070428	0.33818032996468356	0.2664280179491037	0.6788484183234677	0.23017880159754367	0.6567986531368031	0.4899360588232915	0.3548372402833219	0.4068432913396148	0.2609966367274884	0.3433486324816961	0.6296489716180994	0.5743096880941708	0.5779439233272677	0.518181305038942	0.5217499032793589	0.2802586625494989	0.0	0.33331609768394965	0.5438527027359764	0.4157780985354797	0.4525017650975379	0.34350838505997744	0.308154169357005	0.2700045894083224	0.2598995544257209	0.345831108785848	0.42907458998159187	0.3073017731036261	0.378855173367263	0.2634662810638864	0.2333324813655213	0.2939514270510414	0.28425662949002733	0.3819033930008637	0.6875054433881752	0.28329809514601406	0.36238493572788344	0.37077109184970897	0.39942373234153944	0.26977130227776674	0.49276409383611447	0.3772615268245675	0.3814381463406047	0.6701173461262772	0.7439659780278629	0.5935321640425089	0.5333213299876347	0.8011639044467993	0.7675327196949069	0.7594343505105874	0.5286663402762842	0.25375686541440695	0.37673822694670345	0.44667571726791977	0.23383115687160894	0.6057236208978782	0.6437745402673043	0.4198150445197877	0.40100889594209743	0.41898882347493566	0.1923318850223547	0.36785877368444053	0.5154551815870385	0.4300321544390439	0.31611233437079295	0.3470422524404005	0.315331657231941	0.203816516865277	0.5439660851537481	0.384025572072614	0.21083117813413232	0.2976700208230427	0.3466239089337938	0.34735824282523853	0.6802129106835323
H162_2	0.4532218463600002	0.6646030578245199	0.705988599249057	0.7226570515247831	0.7821871984101983	0.5167902202970006	0.7961258079060697	0.5239155115083423	0.22048029211534753	0.38855584589204667	0.6926530301916715	0.4545520160627354	0.60277879499579	0.4797279927286774	0.5257001459752193	0.5437294166720427	0.524468653233585	0.4442466284878891	0.7556272516398774	0.5332746717337328	0.5363891765492961	0.3026675134763675	0.40397930488982137	0.5788888371745912	0.35586511666291126	0.5078762751134064	0.43796272837630884	0.48167821480053885	0.5456419458343784	0.5586871189447248	0.39683646073340684	0.5747587373037967	0.5789226311641875	0.4118427391085413	0.5866035294069553	0.8154353694397277	0.6367328638671486	0.4769112446931562	0.6376064346772033	0.4602008619341811	0.6178323004962325	0.3830724161628061	0.5291742044857843	0.5968326270936596	0.6796632135588268	0.6210873808937803	0.7550651399878314	0.5957870976956617	0.7106901933274656	0.8910748571852245	0.8182238115636699	0.7833118213680765	0.5000139753181151	0.8173643091835829	0.39308241217628076	0.33327879022683116	0.6944730900364048	0.30228077361409816	0.7278956056486185	0.5394609884706559	0.4747017820305156	0.48689497506354323	0.3931565352734149	0.46065215878618937	0.6391752631432335	0.636875695655868	0.6013026620084546	0.5346264737241695	0.570075061306945	0.4344879743337086	0.33331609768394965	0.0	0.5908048401610572	0.4897018638098808	0.5355350249198113	0.459901107543021	0.37354225903334654	0.47088972491351605	0.46742855467232475	0.3786804070496979	0.5281293221302177	0.3658006297086359	0.45472689194958693	0.40876994156120705	0.42110719850981565	0.3546493093245246	0.4233758397613097	0.4441893490974394	0.6514152131279543	0.44522182140136857	0.47784578684043694	0.4738212932298226	0.44952766692595547	0.3724674838960045	0.5221381898734804	0.4353533466389024	0.5243167538413962	0.685824584919632	0.7571589559152061	0.6162673900406251	0.6028042303697708	0.8024618257950261	0.7727524862925664	0.759078425245162	0.5936621141307983	0.41604339735881024	0.48082162061913436	0.41630200276402385	0.37650461765327015	0.6256548771498922	0.6531562647081263	0.4630593237728347	0.5159108652706441	0.5313166714918405	0.34975184435905965	0.49436311616412526	0.6024469177048478	0.5288400389285837	0.4372537895672972	0.45392028401065326	0.37945814137706496	0.39610693464705404	0.5866785194570437	0.5571530604598272	0.28126820835851807	0.42120070084288425	0.4859838203524992	0.48512327732600224	0.6304624469577599
H173-4	0.573514640016224	0.42653183466548417	0.4181242894590086	0.5414795264925558	0.7185856773138597	0.34202370508660734	0.7137147464622008	0.6841958141159737	0.6014867038757533	0.5472200305795034	0.4979369424738383	0.660332488045369	0.6851069432342994	0.5665848009293294	0.6533170354775413	0.4122567280844486	0.6673596024342858	0.5270733445060938	0.6716990353653545	0.7201530570323184	0.5764085830884862	0.5941796051131452	0.564017817990958	0.6242767978731723	0.5611826060516056	0.5759579466573185	0.5076732310491681	0.5335168262533563	0.36897168196090907	0.5276260563791548	0.5943506676757075	0.6139686145137411	0.4551223404777704	0.5535215671281184	0.4307558995530367	0.5755754864402411	0.5826322542917941	0.5324118110864896	0.5741131519774975	0.5573125069057419	0.43305957200815076	0.5650613334259149	0.6564742535870538	0.6238524773954699	0.5975972320144568	0.5180783643655807	0.5215920038620375	0.3443985883557815	0.822694550140536	0.8168425763828386	0.7703667700085431	0.7530027754951436	0.6201893165924003	0.6882505691822238	0.5789895518509136	0.5626903263549795	0.5867933547016505	0.5581985825674405	0.49231877882211683	0.399672281417146	0.5936450300667236	0.567777831083377	0.5406351484954216	0.6053920698660248	0.7001484023995134	0.6408751712680354	0.4269139714241888	0.4109605148942975	0.5466241268428935	0.5883125087969531	0.5438527027359764	0.5908048401610572	0.0	0.5830716262734496	0.5612324775260559	0.5878050983511439	0.5668991959975258	0.5400891237038296	0.4873806350822677	0.5496717476729762	0.5830209935998886	0.5769982212623559	0.581969149193432	0.5524742667041396	0.4523984367194578	0.5335939952040811	0.511808894543978	0.5471228789986224	0.8013327639620701	0.5103016641554737	0.5558431402993288	0.5419364530013577	0.6177371909259125	0.532280911878247	0.6462744504025956	0.5610521678182002	0.6123124857465636	0.5708809954735643	0.6629238742157451	0.48305590851970936	0.3571848996580681	0.780309612163427	0.6145865739924973	0.5986705828360969	0.196925763804492	0.5696785694132958	0.49816406749852976	0.6766036044220876	0.5730111410805395	0.7649104586289239	0.5629838183035664	0.5724384960573472	0.5983012609773042	0.6217027184957359	0.5489550986285486	0.5735159797154368	0.4715975416170181	0.5835254283346759	0.5444976879706568	0.5422074773770953	0.5985715082523626	0.4629331243156724	0.7390465483830487	0.6407776647428353	0.5875525930142429	0.4742260132823667	0.5489429924194614	0.541646418307725	0.7409387651145517
H174-4	0.3906160181764743	0.6998249744376999	0.6845650649762571	0.7453327686021146	0.7913570811468476	0.4819385062059653	0.803951382747318	0.6418593556299272	0.5117193599228353	0.46958570588826504	0.6685033556126901	0.45500305323478485	0.6607497684617164	0.4309087691004552	0.5258403404064294	0.6087364345703327	0.5107549625264928	0.3591391587506683	0.7165495371821371	0.605747686923573	0.46589126455925634	0.4461089280398233	0.3901951090383891	0.5267250355000874	0.45225565291248343	0.4737022988572804	0.3502478025195867	0.45758654106444574	0.5318170019367294	0.6609062040187532	0.4100570198754577	0.5126655617617706	0.505552425303122	0.4099016239533915	0.5810399912175611	0.7976761813380544	0.5677538441082128	0.36354642464476367	0.6554278706633563	0.48639721765777294	0.584080026260996	0.47403615198595694	0.5723557668446343	0.5931576869048714	0.7333524685234332	0.6695365454580524	0.6930240008992848	0.5786946060923102	0.7813174937674342	0.8899570821782888	0.8433693722181888	0.8116492830402579	0.5376448020248733	0.7861094918726512	0.435234476551334	0.4276299091529678	0.712586775761996	0.48913711813679367	0.7018716196509861	0.5157704201123234	0.4713152303221615	0.38060514112641214	0.4433559019871388	0.42561411970932944	0.6848091401021551	0.5333046259489537	0.6518479482962897	0.5968063336971632	0.5571266356768678	0.43377212016459843	0.4157780985354797	0.4897018638098808	0.5830716262734496	0.0	0.5302834755993748	0.4443958816484726	0.46525890816920384	0.37503017518142906	0.331776555018334	0.39181166133123324	0.4342618895772636	0.3704599678100457	0.4288830879970495	0.4068957965859868	0.3640085784287219	0.4076605077820801	0.3275896823751683	0.4883097870851512	0.730173576707177	0.2913350490353495	0.3272531458656732	0.3330511823101302	0.42163863018347525	0.3455461795469732	0.5669113157493214	0.4047438886178133	0.37880102338699784	0.658564223246634	0.7075266482734753	0.6112069707888536	0.5546908364003127	0.802930351148938	0.784902883564145	0.7500829522939135	0.5420491198577563	0.3578368351702906	0.4481175742451394	0.5985177361831746	0.39780569366602814	0.6668350418615129	0.6198659821825773	0.42361131678946135	0.4398108125820813	0.5409076465793116	0.3917662435464329	0.4682902419780423	0.585750945736756	0.4494851436614806	0.4798714152119143	0.4187156989858938	0.5018493833452228	0.3412272107437286	0.6681990956258147	0.5518296644124361	0.4382108502121205	0.40422934379924325	0.27759108600383275	0.4183076947999835	0.7187038073640482
H176_4	0.5144165748169778	0.7388385738212999	0.6948994744752066	0.7639465586794993	0.8274815271755752	0.49247646608441253	0.8274325462537189	0.6707100310436043	0.5603553625973515	0.5245640307497699	0.718553228862431	0.5709218197077179	0.6313653563468986	0.48463437231246603	0.6365840234274165	0.6127247017755401	0.6384575994000231	0.45507553341409274	0.7714087101529675	0.7018616789595236	0.4608905764343643	0.5323367150574806	0.5433130563356745	0.5896744808492668	0.5274264674216431	0.5211793787224885	0.48407805345575594	0.48579977814399833	0.6076740662939764	0.7009030005961795	0.5169973214494235	0.4662628255839283	0.6117549322951535	0.4580748641478929	0.5735616011919709	0.7925942780391909	0.6102454898300976	0.4202497626096371	0.617989316652597	0.456546049063888	0.6035137829030853	0.521371452753737	0.5071527068433097	0.62193842674784	0.7335255915759655	0.6670072759434507	0.7356305171535873	0.5916207031508179	0.7391560388368632	0.8643063242451439	0.8422657949457192	0.789106969172682	0.4430273450502331	0.769315300688104	0.5428603038705067	0.5232970823283031	0.750226766643779	0.5364902187850554	0.7042590677897375	0.5823251213221818	0.5634682669543535	0.5134965972388433	0.49444672813584173	0.5050115225838778	0.6846691624038749	0.6063111993633316	0.6584067427328275	0.6337028003293598	0.597800700370014	0.4994545617032226	0.4525017650975379	0.5355350249198113	0.5612324775260559	0.5302834755993748	0.0	0.48648994487936537	0.4600706607686077	0.47623027856778943	0.4342070919186117	0.48457684509353954	0.50234774774455	0.5186648059457498	0.5009925153347274	0.4551591717772159	0.42469818757343447	0.4303516881672938	0.4087839490426357	0.5040160700752564	0.7677464072908413	0.4083720685498703	0.4645696555927101	0.5068836031282108	0.5758122207166854	0.43745676336576006	0.5832190523536753	0.5049273695504051	0.5152690729183846	0.655334293150997	0.7419573939679076	0.6118100987912192	0.6070568957524964	0.7474680664573172	0.7406782348873353	0.7109472097374309	0.5345497186404907	0.5131579268721593	0.407836259227965	0.6193017352985716	0.5138021458524801	0.7540840576902179	0.6349743886221858	0.5051885737012453	0.547355882701722	0.5705243919349087	0.4899186266931393	0.524480390052103	0.6048277401876138	0.50518333203268	0.524008024194013	0.4530005152428228	0.5520573156853354	0.40703015685110955	0.7022559199888658	0.5971849468430687	0.5266920412568046	0.36954717057088604	0.49146972638318925	0.4483231840715715	0.690084825547477
