	A1-2	A1-3	A10-1	A10-2	A12-1	A13-6	A14	A15-1	A15-8	A17-8	A2-2	A21-9	A30-10	A34-4	A36	A37-7	A4-5	A40-2	A43-3	A44-5	A46-6	A6-1	A7-1	A8	A9-1	FL-1	FL-10	FL-12	FL-13	FL-14	FL-15	FL-17	FL-18	FL-20	FL-21	FL-22	FL-23	FL-24	FL-25	FL-27	FL-3	FL-5	FL-6	FL-7	FL-8	FL-9	H115-2	H124-2	H128	H130-2	H134-2	H146-2	H164-2	H174-4	H176-4	H183-4	H184-4	H194-2	H200-4	H218-2	H220-4	H224-4	H225-4	H226-4	H227-4	H45-1	H49	H50-1	L12-3	L15-1	L23-2	L23-3
A2-2	0.7497503048235937	0.6261626274269184	0.9305491955446807	0.8301683217310792	0.83874264843471	0.7515225893300534	0.8644447093847065	0.8382534897564747	0.8335714100310845	0.5687694088980396	0.0	0.6379830403248807	0.9014421972742461	0.4450015646896608	0.8980850887934186	0.8976441301749062	0.8813087452061261	0.45951217011513384	0.308504233698228	0.6336008810706213	0.688095579774472	0.8867983154590404	0.9111627501046715	0.8854739259340376	0.7203062252461346	0.7587817056337065	0.8638949301173311	0.8762579548378022	0.6854136366430392	0.6458985705640082	0.5376777696413901	0.6905648253186856	0.7832278808617225	0.7875061981544024	0.8386591339807488	0.8192083180306753	0.9362460086853585	0.812238202800745	0.857174825136822	0.49007214877979166	0.8585531145494423	0.8335282545248062	0.9179876954645625	0.836893050489641	0.6974256864291996	0.8612760007337448	0.8598144264130654	0.3708753850634932	0.7687952723200681	0.8676820170658067	0.8393483607673589	0.8393483607673589	0.8372621920632742	0.7745470546116167	0.8488733048213357	0.8434562901827007	0.7898711640595985	0.8875556644324988	0.588104956065517	0.308504233698228	0.6550832422222651	0.467220604896918	0.4077219355709051	0.4677466906924137	0.693569748890404	0.8371764447143035	0.44533175954959636	0.8943868141184206	0.7801015286664503	0.9213498578520712	0.836893050489641	0.8642039948583776
A21-9	0.6226741915337288	0.2978309454292719	0.9184994487111583	0.7339970878941869	0.7544470866278598	0.8792872256811606	0.8094598585644338	0.7533110558489865	0.7422519230987528	0.8993747079735813	0.6379830403248807	0.0	0.8752729097448462	0.8516070087823205	0.8486881065299579	0.8691272444416087	0.8411789578978419	0.8754043602352386	0.8432123012360175	0.9000527347882069	0.9262332309460841	0.8508567937801127	0.8904435401396773	0.8485493394122026	0.879186695907474	0.6414596834911914	0.808371822135883	0.853779479654575	0.9137069390508388	0.9032797921785185	0.8751704962818156	0.8652390777841781	0.7033342732452572	0.839258918735243	0.7833941814484733	0.9106592371624127	0.9262344670217638	0.8703338401051754	0.9405421106147273	0.7196630034782915	0.8177980350881168	0.7684739745507945	0.90064053695041	0.7501324897329749	0.854819022568641	0.8031392355669362	0.8001828718712346	0.845425607234169	0.6208264206603138	0.8157947210061686	0.7558488207633908	0.7558488207633908	0.7509977466875248	0.9040454940903518	0.7771905012960179	0.7652122814579746	0.7052592144492273	0.8521686181080986	0.8881876915007477	0.8432123012360175	0.9056955230347742	0.8572144035766682	0.8422573919850866	0.8573474894116369	0.9158702277468878	0.7507969430158998	0.8516901479878742	0.8706219312235605	0.8082922227040611	0.9055330210249058	0.7501324897329749	0.8089839152230257
A30-10	0.9046544549943402	0.8724911250860251	0.8865532023818604	0.7413918107296326	0.633119557551085	0.825189719067392	0.5385731773065894	0.7523509389191609	0.7459899422378915	0.9302987963765688	0.9014421972742461	0.8752729097448462	0.0	0.8737724824833877	0.9169681406474742	0.8366967434964379	0.7249423502880863	0.9195822020555208	0.9072970787015511	0.8855856890498557	0.9443372467710096	0.6775592279189783	0.7990184954941372	0.7420988345081599	0.8459552877527283	0.7576774194026623	0.5957550900377517	0.83494852205749	0.8811816776422855	0.869961987834821	0.7772764301516141	0.7637667380732377	0.8166542685988758	0.9049826315076721	0.7625588519308623	0.8890031503885677	0.9099627659489482	0.8769738718408224	0.9247003234774537	0.8120159301186517	0.6436438806357592	0.8594037425485013	0.7162665807996744	0.6358824292489568	0.7893737437281121	0.6248520561429187	0.8475369725222486	0.9080753256849428	0.8610999431325127	0.7932771489265823	0.7917697489397212	0.7917697489397212	0.8267802512431633	0.8231397706566557	0.837478236220302	0.6813098347960481	0.8324392201768137	0.7423080500476467	0.8047423499798653	0.9072970787015511	0.848600731969213	0.877002201530145	0.8315583489149123	0.8770798509921339	0.8558022699701406	0.6690697827636048	0.8477024589168067	0.9342271016911268	0.7878604352486498	0.8411782655471296	0.6358824292489568	0.6028012950380658
A34-4	0.8914167706142031	0.8476527011705289	0.9151780643424527	0.7922539375421745	0.8027689789924487	0.7548156970198409	0.8259483716874672	0.8021691801042514	0.7964276199617136	0.5798512341193355	0.4450015646896608	0.8516070087823205	0.8737724824833877	0.0	0.9011818596546604	0.8749258707230787	0.8477773632883027	0.4768081638964478	0.3365641953972437	0.6024792168936304	0.6939345264972749	0.8548722654860824	0.8862975150657969	0.8531610680240252	0.6873897643458656	0.6892774793555979	0.8252358830200902	0.9122241425566167	0.6590355666831729	0.5727981990996108	0.20813278727821505	0.6538659274594864	0.8581860114327927	0.8156162717694081	0.852450593555719	0.8269873017652392	0.8269716138374227	0.8585748637234663	0.7535641347200036	0.6131521218207276	0.870127039190724	0.7777759353702977	0.8950816031091418	0.7901765606700499	0.6590235034046609	0.8218411344748265	0.7543947507601049	0.39528521695446583	0.8311033172963153	0.8382376214385391	0.7933699093622166	0.7933699093622166	0.800953637817179	0.7483882401457703	0.5325854813187607	0.7987102317584329	0.8390872711758552	0.8625765120312664	0.5615736840439804	0.3365641953972437	0.6259421339735303	0.05827890745692395	0.3690653016232553	0.0594333253157628	0.5088139020935021	0.8008484915126157	0.3960130844779144	0.8873924633505568	0.7473643399525592	0.8994058888343919	0.7901765606700499	0.8256364233230219
A36	0.6542448927131702	0.8424123351326577	0.9457761724007353	0.8225799564249099	0.8362652719168344	0.7386550570895926	0.8730426084561774	0.835505229649052	0.8281050779902117	0.8363575132596542	0.8980850887934186	0.8486881065299579	0.9169681406474742	0.9011818596546604	0.0	0.9128696632026589	0.6142486785878664	0.7924260066895271	0.8678859676845344	0.9334866130572527	0.9390880519989737	0.9006812649366825	0.9270823471566825	0.8991415098679195	0.7234959467772438	0.907212451203435	0.8723157624852542	0.9464865605698334	0.9425838998478665	0.8761683880235281	0.9168998478150054	0.9102763344355814	0.7957784649958709	0.9255111002788752	0.8984988923778457	0.9568469268350919	0.9509275646851276	0.9649670804976199	0.9604533710008013	0.9351945041064883	0.91392589448887	0.8833104392884674	0.9338783130312874	0.8333785389399456	0.9033250196346753	0.868819913931271	0.8668445719520846	0.8698219661447795	0.8140537066036126	0.42783917588963427	0.837203046235886	0.837203046235886	0.8339574766265863	0.8772043823613975	0.851476439719576	0.8434663808843357	0.8860358161647707	0.5999953636661354	0.9255786439071875	0.8678859676845344	0.8794336827526574	0.9049231741967285	0.8949424289817277	0.9050119635974424	0.8930848806140322	0.8338231214343184	0.9012373351874552	0.9627103473155234	0.8722625864691131	0.8792143246519971	0.8333785389399456	0.8727246644804662
A37-7	0.9011043901520246	0.8660612035555424	0.6244346018354933	0.6623473349235586	0.7389025841741311	0.9111114922934815	0.8523643583395849	0.6781951759674439	0.660773224362984	0.9279920343860099	0.8976441301749062	0.8691272444416087	0.8366967434964379	0.8749258707230787	0.9128696632026589	0.0	0.8624027470929214	0.9164958740543152	0.903171562355193	0.5790973636073191	0.7249694683738918	0.7683292631944149	0.6212655129099426	0.8731566487708985	0.8919645564769656	0.8802902820107943	0.7286034601452761	0.7175684460306484	0.9164599910342122	0.9086447655761254	0.8893552719905393	0.8830958857966669	0.7776418001715122	0.9189299511486383	0.8726040827808546	0.8831668927595648	0.9263811162237457	0.7449602344306235	0.9384894676161669	0.9081599201184741	0.8865112363330468	0.8601591687677317	0.6546440521005544	0.8261481052354587	0.7783660359799967	0.7097661745485914	0.8478788707848343	0.9040203014981729	0.8534353235535209	0.7298343719117132	0.828438910334836	0.828438910334836	0.8174335898048	0.9092056977239907	0.8374089170551408	0.8322911918799398	0.862308770910803	0.7701810659210906	0.8498942101823844	0.903171562355193	0.8510795079517067	0.8782296686984056	0.8245088730432354	0.8783090300428731	0.8914442889276756	0.7365168140645323	0.8749742913551577	0.8005038155768741	0.7220737836921488	0.670788477778625	0.8261481052354587	0.7292124193232662
A4-5	0.6842429521857659	0.8366408608337742	0.9082679240549084	0.7630568533174915	0.7760959432642761	0.6649468057548066	0.6423957195370351	0.7753554304611929	0.7682469512744434	0.8560319060695412	0.8813087452061261	0.8411789578978419	0.7249423502880863	0.8477773632883027	0.6142486785878664	0.8624027470929214	0.0	0.827558638230904	0.8848737944106031	0.8796484758683824	0.9369654192688067	0.7029275863510039	0.7634278001880126	0.6804000375916464	0.6310907425757583	0.7039832920290718	0.7842289719115482	0.8234581126761222	0.8651534088851619	0.7932265341211183	0.7327152072925732	0.7130198271480903	0.7592296480305631	0.8879608842459435	0.7066385336057412	0.9146678833084142	0.9080242126051165	0.9295737432167842	0.9243983351422254	0.8823401209117692	0.7238447502179599	0.8263794596883515	0.7842247024074711	0.4994551123476479	0.8274250694920364	0.6192907591585474	0.8079172492820321	0.8860716321523994	0.817462006518168	0.5597054442024212	0.752673815880003	0.752673815880003	0.611630437213351	0.746729563716446	0.7916729335740635	0.5717414406210612	0.811531596646066	0.6423998458520829	0.8793743552834147	0.8848737944106031	0.8274778744602358	0.8524496850869165	0.8398932502756388	0.8525614149662865	0.8136934119725465	0.7737235196608144	0.8320415531141755	0.928374173566782	0.8135763279926136	0.8326754665364273	0.4994551123476479	0.5923700319364726
A40-2	0.8227575402734228	0.8719990116774355	0.9432658638570274	0.8618205976564509	0.8687519969536982	0.7362845319929346	0.8895577324767252	0.8683564384284225	0.8645710523609278	0.42270425634808645	0.45951217011513384	0.8754043602352386	0.9195822020555208	0.4768081638964478	0.7924260066895271	0.9164958740543152	0.827558638230904	0.0	0.2877695629127226	0.6538591857284475	0.6839453629605325	0.9076876718163482	0.9274854446369841	0.9066126198167418	0.6599807030978118	0.9123403620550434	0.8891122407883331	0.9438980409170553	0.702632225448047	0.5700650225935984	0.5637149566112876	0.7144332108594531	0.8141815074834376	0.8230160419783469	0.9061663580947116	0.8563028137081855	0.9479076861569765	0.8823940231080837	0.867838699478084	0.6630513910718019	0.9172850658356501	0.8960152731955938	0.9330381046683129	0.8672563994060267	0.7223898926841491	0.8869903644624825	0.8858063789177002	0.35289591907061596	0.8576977577228415	0.806339657567187	0.8692418280782336	0.8692418280782336	0.867554872173862	0.7145114722849932	0.8769476328246726	0.8725644783505225	0.8977825090869783	0.8203589678976486	0.6110796881844118	0.2877695629127226	0.5819447857188331	0.4976273521979636	0.4419007816277794	0.4981204204382399	0.6312785535331382	0.8674855395930222	0.4771174789570816	0.9590509612206307	0.8076639693068497	0.8771436141979989	0.8672563994060267	0.8893626766588
A43-3	0.8935500654018089	0.837781579403497	0.9374145744235682	0.8210789397659055	0.8325309301566639	0.7696132584270722	0.8649851516434426	0.8318863811752804	0.8256635183732576	0.4660414352249995	0.308504233698228	0.8432123012360175	0.9072970787015511	0.3365641953972437	0.8678859676845344	0.903171562355193	0.8848737944106031	0.2877695629127226	0.0	0.5975786605840736	0.6376772119984249	0.8911253867952775	0.9176441157010489	0.8896268352172002	0.6959079684510249	0.8975393782179941	0.8643187715985341	0.9381829922785743	0.6620250541304249	0.6131338010871935	0.47035007055398265	0.6572946499018152	0.8879174024927033	0.856773711211558	0.8890029310617296	0.8431428960360966	0.943015976357103	0.8737233425402104	0.8567881472228709	0.6099496631841184	0.9042311041573703	0.874511933977313	0.9247325451847824	0.8300882507799769	0.6636530948779312	0.8611283028461753	0.8593361070394688	0.10834119854646687	0.8141051267912679	0.8688855051699873	0.8333276086758189	0.8333276086758189	0.8305769605399341	0.7628042319543522	0.8456482788224116	0.8386887064845224	0.8770766342674413	0.8919795898431978	0.5385710404028539	0.0	0.6246448671621088	0.3696873562623817	0.27941229688854186	0.37046335060563523	0.6719145438450354	0.8304634924331682	0.3370614835827262	0.9560877447519541	0.7607217090135212	0.9281725642638834	0.8300882507799769	0.8646935284675111
A44-5	0.9198457115480555	0.8982743585141043	0.758479372709005	0.8665058189680958	0.8709276143085067	0.7908828698942824	0.8549642745167699	0.8706710089569925	0.8682416530753982	0.7021826006348733	0.6336008810706213	0.9000527347882069	0.8855856890498557	0.6024792168936304	0.9334866130572527	0.5790973636073191	0.8796484758683824	0.6538591857284475	0.5975786605840736	0.0	0.506311809133415	0.828543523424999	0.6773982468955563	0.8827691773212352	0.76011544126803	0.8881921172835993	0.8545453794437139	0.6994637255303084	0.7263996439928978	0.7001698009143881	0.634950901160943	0.7416710057474443	0.8972132961859075	0.8277854100180595	0.882353853010872	0.8147783168295866	0.8930582369202589	0.6487188362730303	0.8357380808052444	0.6395534950014798	0.8830635860394961	0.8847269204455253	0.6891661078851243	0.8496888724509211	0.6794361002954599	0.8654239587151066	0.8768693497924597	0.6267595497984891	0.8911528245013829	0.887124282343927	0.7774064312344591	0.7774064312344591	0.8701526257338495	0.7466881505595624	0.8703909325498376	0.8537673102147304	0.8144983501997025	0.8995395969169976	0.6829236347251376	0.5975786605840736	0.6490456029831005	0.6132042279870159	0.593145223823478	0.6134617030120543	0.7319918712717921	0.8701078881919422	0.49631985290584324	0.8137737753371944	0.8291366822686096	0.7014089910748595	0.8496888724509211	0.8674256946047552
A46-6	0.9396582573177537	0.9250527420288936	0.6041326922780709	0.9216745679350875	0.9239511349549322	0.8547300080103166	0.9314353779257282	0.9238184991789342	0.9225659917314474	0.6429133986142941	0.688095579774472	0.9262332309460841	0.9443372467710096	0.6939345264972749	0.9390880519989737	0.7249694683738918	0.9369654192688067	0.6839453629605325	0.6376772119984249	0.506311809133415	0.0	0.9388867583922608	0.49140392990819526	0.9384174323123753	0.8285229654714549	0.9409612756323408	0.9312639405931487	0.6099715968055757	0.7880803294214026	0.769842084296976	0.725877903322899	0.8168888903924172	0.9378888928794389	0.8950149423430995	0.9382236908280238	0.8878727145545552	0.9595583228718083	0.7809082661604225	0.8950226988896954	0.7687188332637198	0.943246284767619	0.9339806466229124	0.531202681370905	0.9234514014966217	0.8249677816318395	0.930454519479982	0.9300079317150745	0.663041908239773	0.9203667764169081	0.9324557537960982	0.924115848249385	0.924115848249385	0.9235507509770217	0.8520520392908084	0.9267769299299801	0.9252469592793242	0.9346974518214384	0.9391568280767292	0.7453624642289731	0.6376772119984249	0.7739660209916914	0.7011789263214638	0.6823103466551287	0.7013534483468836	0.7920114209458653	0.9235276560958162	0.6940404066110021	0.8437906848268978	0.8075579385138656	0.5523737881664301	0.9234514014966217	0.931360250638169
A6-1	0.8910156307258176	0.8468618641434227	0.8478897316499383	0.5996449850203183	0.6956590567820932	0.7702905811696601	0.5860157929936337	0.6217327309368338	0.5987975658131539	0.9215359224203948	0.8867983154590404	0.8508567937801127	0.6775592279189783	0.8548722654860824	0.9006812649366825	0.7683292631944149	0.7029275863510039	0.9076876718163482	0.8911253867952775	0.828543523424999	0.9388867583922608	0.0	0.7915160473052423	0.7236652502847062	0.8254410199664343	0.7426756381859422	0.6303674647029427	0.6828623814154189	0.8693376050714455	0.8556406983344013	0.7661152745458825	0.6986564917909442	0.7510866867588954	0.8619428603875999	0.680572467297024	0.8153288915307787	0.8591077706426403	0.8702734421061085	0.9010721688854584	0.7125468578047993	0.7425258080626467	0.8355491362918037	0.7965469906799311	0.5843233633095293	0.6311014571697285	0.337399616214905	0.8190780749260204	0.8921972720630731	0.8301307835421516	0.6919342130094189	0.608252108353102	0.608252108353102	0.7891473031411638	0.7129024140275823	0.8047371137070063	0.5383840209857783	0.7294339873234427	0.74331847603835	0.8365417113635091	0.8911253867952775	0.7520735769815867	0.8591252798324159	0.8041282836960747	0.8592271319493661	0.8413617001794148	0.6924126573333191	0.7594360943056242	0.9298559252441009	0.6818026835329516	0.8788220061135098	0.5843233633095293	0.3697063459352785
A7-1	0.913781034847365	0.8883031084078801	0.49806226629197037	0.8523254605698805	0.8577175839530705	0.8499518296220219	0.7571074350699818	0.8574057022677193	0.8544467276083773	0.9363147829485943	0.9111627501046715	0.8904435401396773	0.7990184954941372	0.8862975150657969	0.9270823471566825	0.6212655129099426	0.7634278001880126	0.9274854446369841	0.9176441157010489	0.6773982468955563	0.49140392990819526	0.7915160473052423	0.0	0.7706582569420029	0.8598835076577522	0.7830605630816247	0.8550178080990465	0.36097136218949794	0.8896430836736602	0.8800291191284408	0.7989028711879029	0.7879538715297675	0.8890069063727157	0.9345114297378141	0.7885577357468748	0.9298600233274981	0.9225779635305837	0.8161875295272515	0.9345164660726532	0.9051491355568195	0.7939225801469615	0.8747690199918529	0.18430062387900234	0.690327363199632	0.8765819363567201	0.7523801034627259	0.8654403240470946	0.9182589060011075	0.8796577035932137	0.877149668178386	0.8357164363342441	0.8357164363342441	0.8567752647314093	0.8468640910016417	0.8576654640188994	0.7264543856479121	0.8639404288042446	0.8917146020693064	0.9092641609210778	0.9176441157010489	0.9072781113394495	0.8889247601099597	0.8874694502106354	0.8889880894368125	0.8917128442626013	0.8567208323610738	0.8749632114964521	0.7959937654872936	0.8744640156045673	0.39230243539661835	0.690327363199632	0.7344302358397243
