	A1-2	A1-3	A10-1	A10-2	A12-1	A13-6	A14	A15-1	A15-8	A17-8	A2-2	A21-9	A30-10	A34-4	A36	A37-7	A4-5	A40-2	A43-3	A44-5	A46-6	A6-1	A7-1	A8	A9-1	FL-1	FL-10	FL-12	FL-13	FL-14	FL-15	FL-17	FL-18	FL-20	FL-21	FL-22	FL-23	FL-24	FL-25	FL-27	FL-3	FL-5	FL-6	FL-7	FL-8	FL-9	H115-2	H124-2	H128	H130-2	H134-2	H146-2	H164-2	H174-4	H176-4	H183-4	H184-4	H194-2	H200-4	H218-2	H220-4	H224-4	H225-4	H226-4	H227-4	H45-1	H49	H50-1	L12-3	L15-1	L23-2	L23-3
FL-20	0.7629562293890522	0.8606482450684277	0.934499356742641	0.8987473705368091	0.9007404909849511	0.8053678781457797	0.9125405710542078	0.900623313205089	0.8995232456109183	0.7741496185616904	0.7875061981544024	0.839258918735243	0.9049826315076721	0.8156162717694081	0.9255111002788752	0.9189299511486383	0.8879608842459435	0.8230160419783469	0.856773711211558	0.8277854100180595	0.8950149423430995	0.8619428603875999	0.9345114297378141	0.9256352650695259	0.7337155060056636	0.8350573015818021	0.8891236765617184	0.8787298283521037	0.8308939431476773	0.7396267738774398	0.8211491746850507	0.75681379285547	0.7993245630717737	0.0	0.7681893960865623	0.7293912507435834	0.8919450488531828	0.8029459317364963	0.8560336964006197	0.7130517945155956	0.7695872694814375	0.8396062110759285	0.9317088568444775	0.9135689913299297	0.7820294086884451	0.8958586636615798	0.8171050280061888	0.8574343988867175	0.9198571953419269	0.8728613867629902	0.8620573357872002	0.8620573357872002	0.9211404427692412	0.7123986413949083	0.8988635398628336	0.914933221983027	0.8504243805372883	0.8512460675847782	0.8407075652222824	0.856773711211558	0.6840789454169959	0.818440474714013	0.8068731333322475	0.8185091076874578	0.7477144199467992	0.9003668273051015	0.7941679382793287	0.8971159706737636	0.8740971143010945	0.8444381668362934	0.9135689913299297	0.8968163113776506
FL-21	0.8450090065882019	0.7771214618260135	0.9141165714122188	0.7857688633890583	0.796932994338755	0.7638865119045963	0.5911005253855885	0.7962971174771538	0.7902044054414264	0.9204395231023821	0.8386591339807488	0.7833941814484733	0.7625588519308623	0.852450593555719	0.8984988923778457	0.8726040827808546	0.7066385336057412	0.9061663580947116	0.8890029310617296	0.882353853010872	0.9382236908280238	0.680572467297024	0.7885577357468748	0.7184439356438365	0.8228551731678715	0.6824448796142902	0.8017713246027023	0.8098894031313901	0.8678941449106689	0.8538767074224085	0.7623857469514617	0.7084858298976553	0.8061378056728299	0.7681893960865623	0.0	0.8315605695251551	0.9096126844315029	0.915154146174293	0.925474881026055	0.8519126714146312	0.2912073262286634	0.7908223309309663	0.806440453666119	0.57239508450257	0.8399954337409508	0.5917993846767283	0.8152989789495881	0.8901168016297513	0.7699165514219484	0.8343326855346513	0.7638343588674745	0.7638343588674745	0.7950081091220488	0.781024778797706	0.800327865049019	0.5013898016949178	0.7617936356172211	0.8597684529186982	0.8878573138175836	0.8890029310617296	0.8880457481131269	0.8568445791650687	0.8525657238290821	0.8569497546298538	0.8708491813436148	0.7948965857891516	0.8372641161509592	0.9100965045176577	0.8294112420412046	0.8878804696287836	0.57239508450257	0.6023677209352927
FL-22	0.9232446372116955	0.9096099660594704	0.8873394726692967	0.8532319802316551	0.8802275187526419	0.825005913656183	0.9047536609194771	0.8563078778885669	0.8460731143957896	0.869049212606353	0.8192083180306753	0.9106592371624127	0.8890031503885677	0.8269873017652392	0.9568469268350919	0.8831668927595648	0.9146678833084142	0.8563028137081855	0.8431428960360966	0.8147783168295866	0.8878727145545552	0.8153288915307787	0.9298600233274981	0.9195792295559676	0.7830723231394789	0.900789731089654	0.8460135427632419	0.8897142377859033	0.6956008783679367	0.8521638509153282	0.8320841918574136	0.7713199972304993	0.8582088843613606	0.7293912507435834	0.8315605695251551	0.0	0.7926327602942916	0.7884383449900327	0.7291588247919456	0.7778534089451804	0.8352686396056683	0.9052487779415136	0.9270520556924142	0.9052786879324007	0.7253092569826974	0.8506199366041262	0.9191795966836155	0.8439349750293323	0.9120142871836197	0.8640690590858614	0.848217466332371	0.848217466332371	0.9136406725741077	0.7106908680737198	0.9164380415765547	0.9069147019890009	0.8526058397109473	0.8749503050055545	0.7958730960491386	0.8431428960360966	0.7682065575697933	0.8298055010722646	0.7989253152492451	0.8298739189016826	0.8433045192913217	0.8797279504531995	0.7753090025895923	0.8693582068962378	0.8187866734810516	0.9288546789086003	0.9052786879324007	0.855025252192164
FL-23	0.9376057947909651	0.9252702623184789	0.9049847703710044	0.9038626247809065	0.9061773680892254	0.9224834454599264	0.8920226761708552	0.9060418558492088	0.9047661728106705	0.9526259132059112	0.9362460086853585	0.9262344670217638	0.9099627659489482	0.8269716138374227	0.9509275646851276	0.9263811162237457	0.9080242126051165	0.9479076861569765	0.943015976357103	0.8930582369202589	0.9595583228718083	0.8591077706426403	0.9225779635305837	0.8749563951842688	0.9187143802643203	0.8007536369296373	0.8917906697483374	0.8984689134408556	0.9074846528448784	0.9104686289601998	0.8141900386439815	0.9144121337362594	0.9208842193529078	0.8919450488531828	0.9096126844315029	0.7926327602942916	0.0	0.8875882116261298	0.6333058667346321	0.8864877163914507	0.9084081916687209	0.884351346592091	0.9198108698835055	0.8914965968610163	0.8709681371613374	0.8999417317114583	0.8783231659077868	0.9433109912230706	0.9214971034559394	0.9150390986627043	0.824961276780115	0.824961276780115	0.9057685479463234	0.8887994935386103	0.7650256568953531	0.8936379500143183	0.8613894022043121	0.9222696592523784	0.8465579819895094	0.943015976357103	0.8898840490651525	0.8077954789975629	0.9201061599457987	0.8073423243943169	0.8517122336252567	0.9057449889653921	0.8697136212068556	0.7830358228172313	0.9137631975390496	0.921983799269151	0.8914965968610163	0.9010525354154457
FL-24	0.8936888978572987	0.8777548590335985	0.80676838817077	0.9023673647223138	0.8814704832860516	0.8302559498468574	0.9223466731052191	0.9039716860725902	0.9030300697970541	0.8910716587526709	0.812238202800745	0.8703338401051754	0.8769738718408224	0.8585748637234663	0.9649670804976199	0.7449602344306235	0.9295737432167842	0.8823940231080837	0.8737233425402104	0.6487188362730303	0.7809082661604225	0.8702734421061085	0.8161875295272515	0.933383798452767	0.855777788683377	0.8741729485662678	0.8935538087067788	0.7707931486081196	0.8595479406560003	0.875069580488351	0.8610257114850558	0.8495976238328076	0.8760529000081859	0.8029459317364963	0.915154146174293	0.7884383449900327	0.8875882116261298	0.0	0.7717985354788481	0.7355747310708277	0.9139616077001627	0.9223712399252814	0.8178288275115688	0.9238620274732745	0.7935319288172283	0.8995676101366369	0.9341196905186393	0.874237189779764	0.9295562023957947	0.9108179422975017	0.8831279843907575	0.8831279843907575	0.9304675274510054	0.8300042772002548	0.9323093868337491	0.9249226683845644	0.863314314376779	0.8972197433315228	0.8100616063935284	0.8737233425402104	0.8101826929202584	0.8604635614000773	0.8370114389971237	0.8605095536836536	0.866391849958415	0.8810666640387904	0.8133526471296144	0.7864770055575493	0.8802201085069313	0.8221037193886596	0.9238620274732745	0.9003923217151263
FL-25	0.948157756051958	0.9399172522647357	0.8977514311075243	0.9235221934768165	0.9249942781246434	0.8272454847875669	0.9125488631939686	0.9249076963854894	0.92409508587739	0.8786980353465991	0.857174825136822	0.9405421106147273	0.9247003234774537	0.7535641347200036	0.9604533710008013	0.9384894676161669	0.9243983351422254	0.867838699478084	0.8567881472228709	0.8357380808052444	0.8950226988896954	0.9010721688854584	0.9345164660726532	0.9256417592272457	0.8390639719876197	0.8383195662079324	0.9123967437147954	0.924647430482111	0.8392495902698476	0.845607416068098	0.746048426876744	0.8313299675677124	0.9346986129464165	0.8560336964006197	0.925474881026055	0.7291588247919456	0.6333058667346321	0.7717985354788481	0.0	0.805034588611163	0.9236160776480605	0.9059367137897042	0.931713912459868	0.9135777639995752	0.8051581687525794	0.9190215987938893	0.9019872275899525	0.857448702028284	0.9375021194013611	0.9307672298190811	0.8846292122427099	0.8846292122427099	0.9247332264488449	0.8317538940735257	0.8183089711482839	0.9149417198961602	0.8961962925073252	0.9356453649642317	0.8182483053444143	0.8567881472228709	0.8404858176546819	0.7374749114996647	0.8407846921647318	0.7375809401295341	0.7759578863805379	0.9247181967775868	0.8039353236889493	0.7987557468197702	0.8980012806088318	0.9332959970537975	0.9135777639995752	0.9197507038174227
FL-27	0.8136883975442089	0.7585288333352067	0.9318923430255254	0.8702445049622195	0.874425970802685	0.7208150139478738	0.7586589409089681	0.8741831000088743	0.8718850692364711	0.7090127048946162	0.49007214877979166	0.7196630034782915	0.8120159301186517	0.6131521218207276	0.9351945041064883	0.9081599201184741	0.8823401209117692	0.6630513910718019	0.6099496631841184	0.6395534950014798	0.7687188332637198	0.7125468578047993	0.9051491355568195	0.8853245259049065	0.752184656220957	0.7787805234971138	0.7610805255494015	0.7593392073862998	0.7200396378105745	0.7061083942647446	0.643716232692925	0.7333581506378022	0.830671757464946	0.7130517945155956	0.8519126714146312	0.7778534089451804	0.8864877163914507	0.7355747310708277	0.805034588611163	0.0	0.7755305552177428	0.8610800454679179	0.8403958872456186	0.8538641532478879	0.6874931456963944	0.8687805898993993	0.879929496584404	0.6379323129858208	0.8627462592061468	0.8898088728307498	0.7655146008487523	0.7655146008487523	0.8736925425883808	0.7294804979152402	0.8737771369367935	0.8577220672732315	0.7544199348124346	0.9016716814794496	0.6898441984164221	0.6099496631841184	0.6445331620765157	0.6233163220971908	0.6044696680535553	0.6235605148860184	0.7367467854208661	0.8736502114760228	0.5108366446448976	0.8852166417284485	0.8334817075275381	0.864445803745921	0.8538641532478879	0.8706844217742457
FL-3	0.8634573998271868	0.8133800043009299	0.9206701133437272	0.8223723906474979	0.8301163833300526	0.796673390391409	0.5240452889557583	0.8296715727413518	0.8254325322815071	0.9285796498377598	0.8585531145494423	0.8177980350881168	0.6436438806357592	0.870127039190724	0.91392589448887	0.8865112363330468	0.7238447502179599	0.9172850658356501	0.9042311041573703	0.8830635860394961	0.943246284767619	0.7425258080626467	0.7939225801469615	0.7336470881020312	0.8419519881591222	0.7013954668326733	0.6175976992497957	0.8028059934018739	0.8788140247213836	0.8671207355524814	0.7710011193215596	0.7566949728686078	0.8307261546251608	0.7695872694814375	0.2912073262286634	0.8352686396056683	0.9084081916687209	0.9139616077001627	0.9236160776480605	0.7755305552177428	0.0	0.8196868034407313	0.6720040852199426	0.6188049159722928	0.845545908763681	0.7048961894118778	0.8421865750181483	0.905061449971952	0.8104869013213852	0.8571039402291665	0.7832620628348834	0.7832620628348834	0.8287712760942194	0.8191343275842421	0.831384457277061	0.6673195835513228	0.778207250642741	0.8764358602876325	0.8987763163651609	0.9042311041573703	0.8882754614341268	0.8735434756517295	0.8708774923099853	0.8736255520985668	0.8813053313554855	0.8286934712381501	0.8432008336417719	0.91525982839701	0.8534573276616122	0.8376767847349084	0.6188049159722928	0.6835043466828802
FL-5	0.840714961073722	0.760793454848578	0.9086351806024031	0.7480662620645875	0.763365419234099	0.8057165122243098	0.7973979284331839	0.7625014951657872	0.7541781386743348	0.9132599003231223	0.8335282545248062	0.7684739745507945	0.8594037425485013	0.7777759353702977	0.8833104392884674	0.8601591687677317	0.8263794596883515	0.8960152731955938	0.874511933977313	0.8847269204455253	0.9339806466229124	0.8355491362918037	0.8747690199918529	0.8333484711952305	0.8633268352661185	0.7484404048527152	0.7964318747468477	0.883850112895166	0.899188263174752	0.858142661974411	0.8103803838873688	0.8494730361782985	0.7974080672962174	0.8396062110759285	0.7908223309309663	0.9052487779415136	0.884351346592091	0.9223712399252814	0.9059367137897042	0.8610800454679179	0.8196868034407313	0.0	0.8853418619824878	0.7472369060199633	0.8393492389111844	0.791811095050671	0.5165394834977368	0.8759337649011031	0.5295178313835378	0.8126511375429994	0.7518566204573262	0.7518566204573262	0.7607474558611496	0.8889173727346197	0.6806054555022844	0.7595185214612034	0.7681792069013573	0.8445395725014258	0.8783255626860963	0.874511933977313	0.8906582812044234	0.7854508713340299	0.8356378388919922	0.7856336581803289	0.8689561583679881	0.7605955253507901	0.8363461550601441	0.8955076757947948	0.8063326560070436	0.8904865893779685	0.7472369060199633	0.79697512160345
FL-6	0.9202241968132217	0.8988832007599391	0.5344664486646753	0.8673648584615508	0.871730858723631	0.848904884006429	0.6497909610024798	0.8714774403869592	0.8690785675436747	0.9406378912129236	0.9179876954645625	0.90064053695041	0.7162665807996744	0.8950816031091418	0.9338783130312874	0.6546440521005544	0.7842247024074711	0.9330381046683129	0.9247325451847824	0.6891661078851243	0.531202681370905	0.7965469906799311	0.18430062387900234	0.7902559922835877	0.8698153286114595	0.8006774127848959	0.7140596307712598	0.3953898861158528	0.8958982295996036	0.8873852730763815	0.8141309840530191	0.8048158350683252	0.8977233378749759	0.9317088568444775	0.806440453666119	0.9270520556924142	0.9198108698835055	0.8178288275115688	0.931713912459868	0.8403958872456186	0.6720040852199426	0.8853418619824878	0.0	0.7250199891892115	0.8754193216080131	0.776555938536851	0.8775707283542512	0.9252463892341208	0.8918496055017756	0.8877390646658967	0.8378302490082515	0.8378302490082515	0.870965514564333	0.8475661022031026	0.8711678247727449	0.7556591055500556	0.863611297615463	0.9000268677380823	0.9151739797935186	0.9247325451847824	0.9047899813363545	0.897322593033776	0.8964192953572038	0.8973767106748505	0.8977419673929972	0.8709213355088977	0.873898123295594	0.8053145537450712	0.8855006689319519	0.33911699019089303	0.7250199891892115	0.7603585232693827
FL-7	0.8455069608003568	0.7387129121036603	0.8952459150488951	0.6109453329737243	0.6462631534224236	0.7660112842524338	0.420703080895931	0.6443291149984263	0.6253308765988134	0.8941262980606784	0.836893050489641	0.7501324897329749	0.6358824292489568	0.7901765606700499	0.8333785389399456	0.8261481052354587	0.4994551123476479	0.8672563994060267	0.8300882507799769	0.8496888724509211	0.9234514014966217	0.5843233633095293	0.690327363199632	0.5307562716303422	0.7594838179441057	0.5798963347280905	0.6872537451419596	0.7857091707298752	0.8355888645359185	0.8132991424623501	0.6355027445670621	0.5978668385420067	0.7920243177088184	0.9135689913299297	0.57239508450257	0.9052786879324007	0.8914965968610163	0.9238620274732745	0.9135777639995752	0.8538641532478879	0.6188049159722928	0.7472369060199633	0.7250199891892115	0.0	0.7728626854312208	0.3930682117758991	0.7061136708494073	0.8326845302196654	0.6859333588002783	0.7461072544563719	0.5810847563159094	0.5810847563159094	0.6403807883361424	0.7584150639924079	0.6663030471235346	0.20941201318699904	0.7260126347333852	0.8013326741525036	0.8533657337633493	0.8300882507799769	0.8588571668579423	0.7989519662361982	0.7865601449804986	0.7991593474865428	0.8401409669078627	0.6400374230347999	0.7673189041839985	0.918734327313332	0.7343624717510109	0.8585943701074583	0.0	0.3490737564998254
FL-8	0.8931466083276585	0.8510362286872133	0.8530640354184342	0.6085678814439406	0.7052039275349828	0.7511986785762552	0.7924283067434418	0.6342771078956884	0.6223739540010295	0.7691596365167785	0.6974256864291996	0.854819022568641	0.7893737437281121	0.6590235034046609	0.9033250196346753	0.7783660359799967	0.8274250694920364	0.7223898926841491	0.6636530948779312	0.6794361002954599	0.8249677816318395	0.6311014571697285	0.8765819363567201	0.840762698089519	0.7002318720547646	0.8506051010044148	0.6409327858188926	0.8605854953613674	0.7805475627496457	0.7558685451468395	0.6911406812020009	0.6688784029554938	0.7567654031395431	0.7820294086884451	0.8399954337409508	0.7253092569826974	0.8709681371613374	0.7935319288172283	0.8051581687525794	0.6874931456963944	0.845545908763681	0.8393492389111844	0.8754193216080131	0.7728626854312208	0.0	0.6577076056704472	0.8236668991612369	0.6675512374062436	0.8352518634512802	0.7072330584196729	0.6541746139602493	0.6541746139602493	0.7953460654099455	0.6919913744127564	0.8100715210174292	0.7820482749900487	0.6191314536829859	0.7547569222719197	0.6751431731539581	0.6636530948779312	0.6065267600511274	0.6704651040097442	0.579896413745264	0.6707378816554412	0.7325041236417439	0.7021589835191381	0.39740498584202744	0.9304998746105144	0.591608816706027	0.8805864541262428	0.7728626854312208	0.6619274807327582
FL-9	0.8675565972512154	0.7961188905107711	0.8270950401343106	0.40913293521693805	0.5728152322483191	0.7468697535841475	0.4736313168392506	0.4560127453862196	0.4124052750734875	0.9070692366442373	0.8612760007337448	0.8031392355669362	0.6248520561429187	0.8218411344748265	0.868819913931271	0.7097661745485914	0.6192907591585474	0.8869903644624825	0.8611283028461753	0.8654239587151066	0.930454519479982	0.337399616214905	0.7523801034627259	0.6504370118310511	0.7909731393777636	0.6803131706768654	0.5363555478319108	0.8207879351123731	0.8509389983842469	0.8328461225656884	0.7157092803995587	0.6245892328191961	0.6859713454571957	0.8958586636615798	0.5917993846767283	0.8506199366041262	0.8999417317114583	0.8995676101366369	0.9190215987938893	0.8687805898993993	0.7048961894118778	0.791811095050671	0.776555938536851	0.3930682117758991	0.6577076056704472	0.0	0.7646910608366326	0.8628674891116799	0.7653490490504428	0.5927353534203316	0.6840435840949167	0.6840435840949167	0.711550486565788	0.7541172733732957	0.7398399130762597	0.32681607517344574	0.7741480412771568	0.6779620753896504	0.8066843723180498	0.8611283028461753	0.7950030730338637	0.8282079726117699	0.7546568432160179	0.8283594127619204	0.8189056090623076	0.5663915115810555	0.8029790945844543	0.9235660675653479	0.5748389735710854	0.8726070831636236	0.3930682117758991	0.08592107762501075
H115-2	0.866225005016009	0.7929462113917509	0.9035480191755012	0.7051903474900949	0.7259257689985883	0.884728411050256	0.7718033903729734	0.7247661735696035	0.7135251617581614	0.9062700894327493	0.8598144264130654	0.8001828718712346	0.8475369725222486	0.7543947507601049	0.8668445719520846	0.8478788707848343	0.8079172492820321	0.8858063789177002	0.8593361070394688	0.8768693497924597	0.9300079317150745	0.8190780749260204	0.8654403240470946	0.8164109306122613	0.8521394165551627	0.7694497528541835	0.7705770993261185	0.9002933237661139	0.8932294931023175	0.8485060072001382	0.7936156020900281	0.8357891182326752	0.8223782379827574	0.8171050280061888	0.8152989789495881	0.9191795966836155	0.8783231659077868	0.9341196905186393	0.9019872275899525	0.879929496584404	0.8421865750181483	0.5165394834977368	0.8775707283542512	0.7061136708494073	0.8236668991612369	0.7646910608366326	0.0	0.8611201844311646	0.7611365679326375	0.7899317367408604	0.7123403586942033	0.7123403586942033	0.7224076995296389	0.8816387374524898	0.629977092593242	0.7225864634939047	0.7938702422781013	0.8292124187739924	0.8691334948934404	0.8593361070394688	0.883613237174003	0.7637357342426386	0.8184078813921428	0.7639573752238905	0.8611621232348832	0.7222031535744522	0.820042276568523	0.9075908746574243	0.7819552558082162	0.8834186881993267	0.7061136708494073	0.771266868890311
H124-2	0.894574964429725	0.8401497093243722	0.937770257449498	0.8239555154974775	0.8350536512624248	0.7713179595917814	0.8666296474044972	0.8344284109887238	0.8283956925853371	0.5091022966406606	0.3708753850634932	0.845425607234169	0.9080753256849428	0.39528521695446583	0.8698219661447795	0.9040203014981729	0.8860716321523994	0.35289591907061596	0.10834119854646687	0.6267595497984891	0.663041908239773	0.8921972720630731	0.9182589060011075	0.8907282811814641	0.6988708653066857	0.8984892412532497	0.8659794407517392	0.9385300190530356	0.6851684404420313	0.6408110474368518	0.5129235887975118	0.6610531212195562	0.8890530549928911	0.8574343988867175	0.8901168016297513	0.8439349750293323	0.9433109912230706	0.874237189779764	0.857448702028284	0.6379323129858208	0.905061449971952	0.8759337649011031	0.9252463892341208	0.8326845302196654	0.6675512374062436	0.8628674891116799	0.8611201844311646	0.0	0.8172083688092816	0.8704369057286284	0.8358265639333271	0.8358265639333271	0.8331584397825917	0.7646107911734402	0.8477938143250102	0.841030616424773	0.8784412569003741	0.89303480311034	0.5737220898476005	0.10834119854646687	0.6512283562923495	0.4242163628941496	0.3456630379746483	0.42489567031199016	0.6941764827954927	0.8330484042564621	0.3957186326704025	0.9562631429951133	0.7639149365131482	0.9286406583164345	0.8326845302196654	0.8663450924558886
H128	0.7824289260197244	0.5997812100994733	0.9126772718833338	0.6600112737353406	0.6927197945296917	0.7960933349449535	0.7742742432161814	0.6909387513027894	0.6733812965930325	0.8881330720518581	0.7687952723200681	0.6208264206603138	0.8610999431325127	0.8311033172963153	0.8140537066036126	0.8534353235535209	0.817462006518168	0.8576977577228415	0.8141051267912679	0.8911528245013829	0.9203667764169081	0.8301307835421516	0.8796577035932137	0.8271309974744984	0.8659364808571748	0.7931215535012076	0.7727456536220869	0.8889072480677609	0.9071523683184836	0.8949692109472831	0.8609729205787124	0.848541426535199	0.7668768234569072	0.9198571953419269	0.7699165514219484	0.9120142871836197	0.9214971034559394	0.9295562023957947	0.9375021194013611	0.8627462592061468	0.8104869013213852	0.5295178313835378	0.8918496055017756	0.6859333588002783	0.8352518634512802	0.7653490490504428	0.7611365679326375	0.8172083688092816	0.0	0.7831104990355925	0.6949117002461422	0.6949117002461422	0.6872991455965579	0.8958715364360798	0.7275245679904173	0.7093938344118718	0.7353469594202304	0.8318304651519057	0.876930284713589	0.8141051267912679	0.8978118147308508	0.8383296004724939	0.8188851343715708	0.8385001971318409	0.9096520125816776	0.6869823983603273	0.8312110103552071	0.924729755458207	0.7726336971605564	0.8976209797194977	0.6859333588002783	0.7736059840970211
H130-2	0.657711782089624	0.8096620486039136	0.829053519968286	0.46391207424292424	0.6068882768342334	0.7222149518968082	0.7983903778764248	0.5027883508163589	0.4532176171494605	0.8415362248124266	0.8676820170658067	0.8157947210061686	0.7932771489265823	0.8382376214385391	0.42783917588963427	0.7298343719117132	0.5597054442024212	0.806339657567187	0.8688855051699873	0.887124282343927	0.9324557537960982	0.6919342130094189	0.877149668178386	0.8352658995963785	0.6812952532836434	0.8470992262624916	0.613659110017066	0.9078245942342659	0.901545353201601	0.8332932839194263	0.8615837420745902	0.8516467389158525	0.5848336109436929	0.8728613867629902	0.8343326855346513	0.8640690590858614	0.9150390986627043	0.9108179422975017	0.9307672298190811	0.8898088728307498	0.8571039402291665	0.8126511375429994	0.8877390646658967	0.7461072544563719	0.7072330584196729	0.5927353534203316	0.7899317367408604	0.8704369057286284	0.7831104990355925	0.0	0.7509635282466678	0.7509635282466678	0.7326758837837243	0.8345813244899692	0.769428389024179	0.7589992466021516	0.8164893598369883	0.2955137756023547	0.8139806972070285	0.8688855051699873	0.7568397200083804	0.8437214199293803	0.7672786369512662	0.8438521106495498	0.8196661949258993	0.6014549411446979	0.8383186058091062	0.9345453275854773	0.5950429683373355	0.8370850100970115	0.7461072544563719	0.6148919580099629
H134-2	0.8477115348019595	0.7449571558341833	0.8960820024018781	0.6222335141805179	0.6556195517747991	0.84840055349094	0.6618267033173056	0.6537867366033393	0.6358109589258838	0.8953931333364706	0.8393483607673589	0.7558488207633908	0.7917697489397212	0.7933699093622166	0.837203046235886	0.828438910334836	0.752673815880003	0.8692418280782336	0.8333276086758189	0.7774064312344591	0.924115848249385	0.608252108353102	0.8357164363342441	0.7655020804139326	0.8172887237079447	0.786240905793313	0.6595405389180954	0.8114715353816389	0.8728269235387641	0.8563523509626086	0.8106376726829757	0.7940147314508578	0.7952942037292994	0.8620573357872002	0.7638343588674745	0.848217466332371	0.824961276780115	0.8831279843907575	0.8846292122427099	0.7655146008487523	0.7832620628348834	0.7518566204573262	0.8378302490082515	0.5810847563159094	0.6541746139602493	0.6840435840949167	0.7123403586942033	0.8358265639333271	0.6949117002461422	0.7509635282466678	0.0	0.0	0.6500467015795128	0.7725920113156405	0.6743079879077515	0.6112982468485904	0.5755634117525127	0.8043185112305529	0.8549987746542673	0.8333276086758189	0.7770820040680223	0.8018856582683311	0.7900026863916932	0.80208703449405	0.8762130789902978	0.6497215546378451	0.6450134863503965	0.9191785816222797	0.7396737290957638	0.8464776721487705	0.5810847563159094	0.6948605438318142
H146-2	0.8477115348019595	0.7449571558341833	0.8960820024018781	0.6222335141805179	0.6556195517747991	0.84840055349094	0.6618267033173056	0.6537867366033393	0.6358109589258838	0.8953931333364706	0.8393483607673589	0.7558488207633908	0.7917697489397212	0.7933699093622166	0.837203046235886	0.828438910334836	0.752673815880003	0.8692418280782336	0.8333276086758189	0.7774064312344591	0.924115848249385	0.608252108353102	0.8357164363342441	0.7655020804139326	0.8172887237079447	0.786240905793313	0.6595405389180954	0.8114715353816389	0.8728269235387641	0.8563523509626086	0.8106376726829757	0.7940147314508578	0.7952942037292994	0.8620573357872002	0.7638343588674745	0.848217466332371	0.824961276780115	0.8831279843907575	0.8846292122427099	0.7655146008487523	0.7832620628348834	0.7518566204573262	0.8378302490082515	0.5810847563159094	0.6541746139602493	0.6840435840949167	0.7123403586942033	0.8358265639333271	0.6949117002461422	0.7509635282466678	0.0	0.0	0.6500467015795128	0.7725920113156405	0.6743079879077515	0.6112982468485904	0.5755634117525127	0.8043185112305529	0.8549987746542673	0.8333276086758189	0.7770820040680223	0.8018856582683311	0.7900026863916932	0.80208703449405	0.8762130789902978	0.6497215546378451	0.6450134863503965	0.9191785816222797	0.7396737290957638	0.8464776721487705	0.5810847563159094	0.6948605438318142
H164-2	0.8458381817307358	0.7396589154884069	0.8902447818790097	0.5885270833442214	0.626317776725371	0.8792087429605705	0.7369894443648929	0.6242506104713804	0.6039305525428197	0.8943162533681901	0.8372621920632742	0.7509977466875248	0.8267802512431633	0.800953637817179	0.8339574766265863	0.8174335898048	0.611630437213351	0.867554872173862	0.8305769605399341	0.8701526257338495	0.9235507509770217	0.7891473031411638	0.8567752647314093	0.7964350325056814	0.8408889388712774	0.8142036590252089	0.7203343620012752	0.8968107181017732	0.8888766525735703	0.8746077872430832	0.8351639176114561	0.8208757013922211	0.7813535754874573	0.9211404427692412	0.7950081091220488	0.9136406725741077	0.9057685479463234	0.9304675274510054	0.9247332264488449	0.8736925425883808	0.8287712760942194	0.7607474558611496	0.870965514564333	0.6403807883361424	0.7953460654099455	0.711550486565788	0.7224076995296389	0.8331584397825917	0.6872991455965579	0.7326758837837243	0.6500467015795128	0.6500467015795128	0.0	0.8756621552037154	0.6854451133125653	0.6657097797118801	0.7669716501031695	0.7912036060366917	0.8461534445569858	0.8305769605399341	0.8718510485572052	0.8091922627707081	0.7755686133726098	0.8093870486917645	0.8864947289433127	0.6196625572926442	0.801076241789616	0.9291774479969661	0.7202012629105655	0.8777074871598557	0.6403807883361424	0.7213573117257751
H174-4	0.8284872092762741	0.9024075314954689	0.9324691712581826	0.8723222368895844	0.8763729522659942	0.6422563276309496	0.7346329665133042	0.8761375613998532	0.8739110038407552	0.7122960651119874	0.7745470546116167	0.9040454940903518	0.8231397706566557	0.7483882401457703	0.8772043823613975	0.9092056977239907	0.746729563716446	0.7145114722849932	0.7628042319543522	0.7466881505595624	0.8520520392908084	0.7129024140275823	0.8468640910016417	0.8131684164445272	0.5833807847794096	0.822056477916684	0.8601871648307885	0.8306034276724368	0.6624723330915814	0.6759723765448498	0.6807025375471611	0.5296726949149388	0.7522722603480237	0.7123986413949083	0.781024778797706	0.7106908680737198	0.8887994935386103	0.8300042772002548	0.8317538940735257	0.7294804979152402	0.8191343275842421	0.8889173727346197	0.8475661022031026	0.7584150639924079	0.6919913744127564	0.7541172733732957	0.8816387374524898	0.7646107911734402	0.8958715364360798	0.8345813244899692	0.7725920113156405	0.7725920113156405	0.8756621552037154	0.0	0.8756646501275991	0.7214252449100812	0.8215747574287003	0.781905442407311	0.7951963304490792	0.7628042319543522	0.6380143996401909	0.7543048871476365	0.7450824748373911	0.7544474458879131	0.7254003190160506	0.8756211342176217	0.6665915242106478	0.9409654575492559	0.8359063782222727	0.8317806956773256	0.7584150639924079	0.7579917191089017
